,shots,shots_against,goals,goals_against,saves,assists,score,mvp,shooting_percentage,bpm,bcpm,avg_amount,amount_collected,amount_stolen,amount_collected_big,amount_stolen_big,amount_collected_small,amount_stolen_small,count_collected_big,count_stolen_big,count_collected_small,count_stolen_small,amount_overfill,amount_overfill_stolen,amount_used_while_supersonic,time_zero_boost,percent_zero_boost,time_full_boost,percent_full_boost,time_boost_0_25,time_boost_25_50,time_boost_50_75,time_boost_75_100,percent_boost_0_25,percent_boost_25_50,percent_boost_50_75,percent_boost_75_100,avg_speed,total_distance,time_supersonic_speed,time_boost_speed,time_slow_speed,time_ground,time_low_air,time_high_air,time_powerslide,count_powerslide,avg_powerslide_duration,avg_speed_percentage,percent_slow_speed,percent_boost_speed,percent_supersonic_speed,percent_ground,percent_low_air,percent_high_air,avg_distance_to_ball,avg_distance_to_ball_possession,avg_distance_to_ball_no_possession,avg_distance_to_mates,time_defensive_third,time_neutral_third,time_offensive_third,time_defensive_half,time_offensive_half,time_behind_ball,time_infront_ball,time_most_back,time_most_forward,goals_against_while_last_defender,time_closest_to_ball,time_farthest_from_ball,percent_defensive_third,percent_offensive_third,percent_neutral_third,percent_defensive_half,percent_offensive_half,percent_behind_ball,percent_infront_ball,percent_most_back,percent_most_forward,percent_closest_to_ball,percent_farthest_from_ball,inflicted,taken,player_name
EU T BDS vs WRSV G1 2022-11-11.17.47,4,12,0,4,1,1,321,False,0,406,440.7054,52.91,2449,218,1799,30,650,188,21,1,61,16,306,73,241,24.61,7.3810806,29.61,8.880691,120.17,81.5,46.68,91.8,35.32853,23.960016,13.723356,26.988092,1557,503305,60.47,131.58,153.65,176.71,143.55,25.43,4.68,41,0.11,67.695656,44.446053,38.061905,17.492046,51.118053,41.525642,7.356302,2560,2477,2618,3333,182.33,106.33,57.03,240.86,104.83,255.82,89.88,131.3,94.7,2,118.8,109.2,52.743786,16.49744,30.758772,69.67514,30.324858,74.00057,25.99942,39.37976,28.402615,35.630733,32.751484,1,1,M0nkey M00n
EU BDS vs EG G5 2022-11-11.18.30,0,8,0,4,2,1,336,False,0,378,401.60617,52.86,2267,310,1387,132,880,178,16,2,62,15,220,68,285,27.09,7.9984646,22,6.4956155,107.59,68.04,66.09,93.45,32.10013,20.300148,19.718351,27.881374,1429,463432,43.78,119.45,187.14,208.91,116.15,25.31,5,42,0.12,62.130436,53.41211,34.092533,12.495362,59.625538,33.15067,7.223792,2439,2364,2533,3249,167.6,114.24,68.53,240.75,109.62,274.47,75.9,136.3,79.9,,122.5,98.4,47.835148,19.559322,32.605534,68.71307,31.286926,78.33719,21.662813,40.24329,23.590895,36.168766,29.053116,0,2,M0nkey M00n
EU BDS vs EG G4 2022-11-11.18.22,3,9,1,3,3,0,568,False,33.333332,458,454.6908,53.37,2702,568,2062,387,640,181,23,4,54,18,249,20,357,29.87,8.377507,36.76,10.309915,105.25,93.49,50.22,111.43,29.204473,25.941343,13.934904,30.919283,1534,537814,49.42,149.31,173.96,199.61,134.48,38.6,4.97,38,0.13,66.695656,46.67686,40.062786,13.26035,53.559258,36.083607,10.357133,2829,2426,3217,3550,179.14,118.49,75.05,245.99,126.7,270.18,102.5,134.6,113.9,,113.5,133.2,48.06805,20.137922,31.794033,66.003914,33.996082,72.49651,27.503489,37.75067,31.94503,31.832844,37.358017,1,0,M0nkey M00n
EU BDS vs EG G3 2022-11-11.18.15,3,4,0,1,2,1,481,False,0,372,403.1191,54.76,3636,702,2330,425,1306,277,26,5,121,27,325,98,310,66.25,12.241768,38.99,7.2046275,165.57,99.8,117.44,157.27,30.656569,18.478743,21.744926,29.119759,1476,787764,65.94,213.75,270.23,316.83,188.28,44.81,7.6,64,0.12,64.17391,49.139874,38.869286,11.990834,57.613834,34.23771,8.1484585,2621,2609,2648,3161,254.09,160.41,135.43,343.94,205.97,426.25,123.67,206.2,140.6,,178.7,171.2,46.204063,24.62677,29.169167,62.544777,37.45522,77.51128,22.488726,38.101925,25.980267,33.02044,31.634577,0,1,M0nkey M00n
EU BDS vs EG G2 2022-11-11.18.04,4,10,1,4,3,0,516,False,25,409,394.77124,51.47,2265,539,1460,261,805,278,16,3,74,24,140,39,299,29.24,8.493827,13.25,3.848947,101.42,81.62,78.46,74.86,30.15222,24.26567,23.326199,22.255917,1543,511714,47.87,157.59,155.14,200.37,135.61,24.62,4.9,36,0.14,67.08696,43.022743,43.702168,13.275098,55.565727,37.60677,6.8275104,2640,2554,2726,3386,143.9,149.22,67.48,211.33,149.27,277.43,83.17,142.6,85,2,116.5,118.2,39.90571,18.713257,41.38103,58.605103,41.394897,76.93567,23.064339,41.423386,24.691359,33.841686,34.33551,0,1,M0nkey M00n
EU BDS vs EG G1 2022-11-11.17.56,1,4,1,0,1,0,264,False,100,391,396.9323,55.07,2053,315,1393,100,660,215,16,1,66,20,154,14,258,29.5,9.50601,42.26,13.617763,80.26,50.7,47.73,130.09,25.992617,16.419456,15.457607,42.130318,1489,458165,47.36,113.89,154.92,178.77,112.21,25.2,4.2,37,0.11,64.73913,48.99896,36.021763,14.979284,56.540573,35.489277,7.970143,2543,2388,2701,3295,141.08,105.82,69.28,187.86,128.32,241.42,74.75,122.8,84.7,,96.8,110.3,44.620155,21.91157,33.468277,59.415524,40.58448,76.35766,23.642345,39.57078,27.293528,31.192602,35.542812,0,0,M0nkey M00n
EU BDS vs EG G0 2022-11-11.17.49,1,2,0,1,1,0,233,False,0,435,401.63174,49.81,722,86,433,69,289,17,5,1,20,2,76,30,67,6.18,5.7296495,9.61,8.909698,29.25,25.6,19.4,29.77,28.11959,24.610651,18.650259,28.619495,1530,161205,20.95,40.56,47.46,51.37,53.87,3.73,0.8,6,0.13,66.521736,43.553272,37.221256,19.225475,47.141415,49.435623,3.4229605,2803,1567,3553,3735,79.52,19.94,9.52,94.31,14.66,68.27,40.71,69.5,78.4,1,75.9,71.7,72.967514,8.735549,18.296936,86.54675,13.453244,62.64452,37.35548,64.43538,72.68681,70.368996,66.47505,0,0,M0nkey M00n
EU E BDS vs MON G4 2022-11-11.16.31,5,9,1,2,2,1,494,True,20,395,429.5637,54.6,2381,434,1634,159,747,275,19,2,74,26,207,43,268,36.36,10.933037,20.5,6.164116,118.98,59.61,71.87,85.54,35.410713,17.741072,21.389883,25.458334,1513,489767,50.39,125.2,171.37,204.25,123.97,18.74,5.82,46,0.13,65.78261,49.391857,36.08485,14.523287,58.868458,35.730343,5.4011993,2539,2266,2752,3296,172.13,87.37,87.46,214.69,132.27,260.25,86.71,132,98.4,1,104.9,123.3,49.61091,25.207518,25.181578,61.877445,38.122547,75.00865,24.991354,39.69089,29.587755,31.54223,37.0749,1,1,M0nkey M00n
EU E BDS vs MON G3 2022-11-11.16.23,5,10,2,2,3,1,645,False,40,383,415.81625,42.17,2438,283,1735,100,703,183,18,1,68,17,88,8,382,42.22,12.001478,25.36,7.208846,133.89,80.21,66.37,65.04,38.75141,23.214956,19.209286,18.824347,1513,511435,56.66,131.49,183.81,205.6,137.9,28.47,3.33,31,0.11,65.78261,49.416607,35.35058,15.232821,55.273273,37.07288,7.653843,2681,2705,2638,3226,184.24,114.25,73.47,248.61,123.36,295.63,76.34,126.5,95.6,,116.8,118.5,49.532204,19.752123,30.715666,66.83604,33.163963,79.47684,20.523159,35.95895,27.175303,33.201626,33.684868,1,2,M0nkey M00n
EU E BDS vs MON G2 2022-11-11.16.15,6,7,2,1,3,1,697,True,33.333332,403,408.81485,49.92,2356,643,1513,474,843,169,16,5,77,16,112,25,351,36.37,10.518249,20.85,6.0298457,126.08,83.06,63.17,74.89,36.313362,23.92281,18.194124,21.5697,1514,516285,51.7,142.3,165.97,197.89,122.49,39.59,5.34,45,0.12,65.82609,46.106617,39.531067,14.362307,54.974026,34.027836,10.998138,2716,2632,2778,3635,167.64,115.72,76.61,228.59,131.38,287.92,72.05,135.7,104.2,,120.4,123.1,46.57055,21.28233,32.14712,63.502514,36.497486,79.98444,20.015556,39.244606,30.134768,34.819828,35.60067,0,0,M0nkey M00n
EU E BDS vs MON G1 2022-11-11.16.07,1,10,0,4,2,0,260,False,0,432,441.23984,53.87,2458,417,1749,239,709,178,20,3,69,16,293,66,357,26.01,7.7818336,24.14,7.2223554,108.66,76.68,63.42,93.18,31.777504,22.424986,18.547113,27.250395,1475,481687,49.92,126.63,172.05,204.9,119.75,23.96,5.51,46,0.12,64.13043,49.354565,36.325302,14.320139,58.776287,34.350708,6.87301,2529,2495,2560,3306,190.83,107.48,50.3,247.9,100.71,276.51,72.1,141.5,74,1,124,98.9,54.740253,14.428731,30.831013,71.110985,28.889017,79.317856,20.682137,42.33485,22.13978,37.09909,29.589518,1,1,M0nkey M00n
EU E BDS vs MON G0 2022-11-11.15.59,2,11,2,3,4,0,704,True,100,411,427.4497,47,1987,189,1411,0,576,189,16,0,53,18,215,0,299,15.83,5.675666,22.84,8.189021,102.51,65.5,38.4,64.75,37.80425,24.15548,14.161382,23.878891,1601,406852,61.27,101.79,124.17,159.88,117.41,9.93,4.16,33,0.13,69.608696,43.230167,35.4385,21.331339,55.664646,40.87807,3.4572802,3408,3571,3492,4257,181,60.72,45.5,212.9,74.32,211.56,75.66,151.5,91.4,,124.2,115.9,63.017895,15.841516,21.140589,74.12437,25.875635,73.65782,26.342178,54.318596,32.770428,44.530495,41.554623,1,1,M0nkey M00n
EU C QUAD v BDS G1 2022-10-15.17.21,4,2,0,2,0,0,182,False,0,369,370.0973,46.92,1991,284,1166,165,825,119,15,2,74,13,268,47,273,19.99,6.193073,16.32,5.0560756,116.93,94.67,53.94,51.23,36.913216,29.886036,17.028126,16.172617,1502,469574,44.12,128.43,155.58,197.6,111.58,18.95,3.99,30,0.13,65.304344,47.414135,39.139973,13.44589,60.220036,34.004814,5.7751503,2585,2455,2727,3214,169.69,103.28,55.16,229.47,98.67,251.97,76.17,140.3,82.6,,111.2,102.3,51.71426,16.81041,31.47533,69.93051,30.06948,76.787346,23.212652,43.466137,25.590185,34.45071,31.693413,0,2,M0nkey M00n
BDS vs WES G0 2022-05-06.16.13,2,4,2,1,2,2,613,True,100,392,436.87665,47.89,2431,338,1531,100,900,238,17,1,80,22,190,12,370,42.47,12.72052,21.81,6.5324826,135.82,76.35,56.4,73.84,39.6659,22.29783,16.471481,21.564789,1620,523314,53.64,155.92,135.77,191.18,127.93,26.21,3.19,30,0.11,70.434784,39.316013,45.151012,15.532968,55.363144,37.0468,7.5900617,2902,2980,2810,3668,137.5,133.11,74.72,211.03,134.3,283.68,61.65,140.8,87.5,,97.8,131.4,39.816986,21.637274,38.54574,61.10966,38.890335,82.147514,17.85249,42.172104,26.207806,29.29284,39.356632,2,2,M0nkey M00n
LG vs BDS G1 2022-05-06.17.06,5,6,1,2,2,2,462,False,20,351,370.7547,47.01,2096,356,1260,200,836,156,14,2,75,13,161,0,299,35.9,10.583727,19.92,5.872641,125.52,105.97,39.14,74.49,36.369957,30.705263,11.340983,21.583797,1570,513344,55.37,139.94,158.07,217.78,125,10.6,4.77,36,0.13,68.26087,44.73089,39.60043,15.668685,61.62771,35.372684,2.9996037,3033,3029,3039,3572,184.12,97.33,71.93,238.4,114.98,278.21,75.17,133.8,86.6,,98.5,125.6,52.10255,20.354858,27.54259,67.46278,32.537212,78.72828,21.271719,39.445755,25.530659,29.038914,37.0283,0,2,M0nkey M00n
BDS vs VIT G1 2022-05-07.19.07,9,3,3,2,0,1,645,True,33.333332,424,435.18103,50.34,2596,1056,1587,645,1009,411,19,8,82,29,257,170,588,38.5,10.756594,36.75,10.267657,119.35,94.73,68.94,81.78,32.716557,25.967651,18.898026,22.417763,1567,547687,61.34,151.75,166.76,227.59,132.26,19.99,4.24,31,0.14,68.13043,43.90154,39.949978,16.14848,59.91734,34.819923,5.2627425,2420,2391,2465,3527,143.86,129.24,106.75,208.62,171.23,308.43,71.42,127.6,104.9,,134.5,111.3,37.872845,28.103199,34.02396,54.921684,45.078323,81.197845,18.80216,35.650425,29.308224,37.578228,31.096333,0,1,M0nkey M00n
BDS vs VIT G2 2022-05-07.19.13,0,5,0,1,1,0,206,False,0,465,482.65308,48.79,2576,1020,996,91,1580,929,13,1,85,41,230,10,342,28.88,9.0185175,22.76,7.1073914,124.31,70.98,49.43,81.25,38.13541,21.775011,15.163972,24.925606,1514,487089,34.65,149.84,141.64,182.07,115.64,28.41,5.86,44,0.13,65.82609,43.43054,45.944874,10.624599,55.82914,35.45934,8.711516,2400,2284,2483,3436,130.01,134.72,61.4,188.44,137.68,256.37,69.75,114.2,81,,113.3,101.5,39.864468,18.826847,41.30868,57.782413,42.217587,78.61217,21.387833,35.661865,25.29432,35.380817,31.695967,0,0,M0nkey M00n
BDS vs VIT G3 2022-05-07.19.21,2,2,0,0,2,0,244,False,0,426,436.20865,55.96,2354,652,1404,272,950,380,18,4,64,26,217,130,365,38.11,11.769974,24.6,7.5975165,111.63,43.04,82.95,94.44,33.61742,12.9615135,24.980425,28.440643,1517,489455,49.89,138.08,144.59,186.56,119.22,26.79,4.6,35,0.13,65.95652,43.477867,41.52033,15.001804,56.09646,35.84809,8.055447,2607,2496,2712,3325,137.04,94.52,101,176.89,155.68,267.12,65.45,131.8,106.8,,97,133,41.2076,30.37046,28.42194,53.1888,46.811195,80.31993,19.680065,40.705395,32.98434,29.957687,41.076004,2,1,M0nkey M00n
BDS vs VIT G4 2022-05-07.19.28,2,10,1,1,2,0,405,False,50,376,373.33817,51.08,2064,390,1394,300,670,90,15,3,52,8,105,0,123,43.79,13.201291,30.37,9.155588,117.89,65.7,69.49,82.07,35.175297,19.60316,20.734,24.487543,1473,479858,43.08,127.82,166.22,179.8,132.27,25.05,3,28,0.11,64.04348,49.305885,37.915283,12.778832,53.334126,39.235287,7.4305887,2623,2610,2665,3269,173.26,112.54,51.33,227.84,109.28,271.9,65.23,121.4,101.4,1,103.4,107.8,51.392635,15.22558,33.381783,67.58424,32.415756,80.65138,19.34862,36.598236,30.56887,31.171808,32.49827,0,2,M0nkey M00n
BDS vs VIT G5 2022-05-07.19.37,6,6,2,2,3,1,647,True,33.333332,433,426.89362,48.44,2508,581,1708,374,800,207,21,4,60,14,329,40,321,36.03,10.221276,36.73,10.419858,136.03,79.63,49.44,92.58,38.0312,22.262917,13.822412,25.883472,1545,525569,66.81,131.99,173.81,197.48,152.24,22.89,4.36,33,0.13,67.17391,46.64663,35.4231,17.930277,52.999115,40.85774,6.1431527,2402,2346,2489,3414,181.15,116.12,75.35,234.53,138.09,270.53,102.08,107.6,146.1,2,126.2,114.3,48.61521,20.221674,31.163116,62.9408,37.059204,72.604065,27.395937,30.524822,41.44681,35.80142,32.425533,0,2,M0nkey M00n
EU C QUAD v BDS G7 2022-10-15.18.12,5,9,0,1,6,0,812,False,0,410,405.75922,58.16,3673,888,2217,373,1456,515,28,5,135,49,640,150,630,31.52,5.8033986,53.56,9.861359,138.81,115.11,130.83,153.96,25.767109,21.36771,24.285793,28.579384,1541,826122,77.69,216,249.09,341.17,164.42,37.19,9.97,83,0.12,67,45.891518,39.795128,14.313349,62.856033,30.292198,6.8517623,2704,2557,2854,3384,249.49,172.95,120.34,334.75,208.03,427.94,114.84,186.9,141.3,,185,171.8,45.965214,22.171043,31.863737,61.673233,38.32676,78.842255,21.157742,34.41165,26.015871,34.061825,31.63147,0,2,M0nkey M00n
EU C QUAD v BDS G6 2022-10-15.18.01,2,9,0,1,2,0,326,False,0,366,393.4396,45.94,2135,440,1347,276,788,164,14,3,70,14,63,23,270,53.1,16.308855,15.89,4.880371,163.3,43.51,53.03,66.22,50.082806,13.34417,16.263878,20.309145,1469,470974,38.53,123.4,172.33,186.21,125.19,22.85,4.89,43,0.11,63.869564,51.555676,36.91737,11.526955,55.709793,37.454,6.8361998,2575,2497,2651,3354,177.12,95.44,61.69,224.64,109.62,257.61,76.64,112.1,100.2,1,115.4,96.8,52.990276,18.456245,28.553478,67.20517,32.79483,77.07105,22.928946,34.429806,30.7749,35.443348,29.730642,0,1,M0nkey M00n
EU C QUAD v BDS G5 2022-10-15.17.52,3,7,0,1,1,0,376,False,0,410,430.1161,56.77,3421,1041,2158,584,1263,457,28,7,104,36,690,132,399,35.3,7.3970075,50.38,10.556975,98.04,104.33,101.05,173.04,20.576756,21.896908,21.208498,36.31785,1526,719458,78.57,185.67,215.83,277.44,161.53,41.1,8.72,71,0.12,66.347824,44.958027,38.67561,16.366364,57.791573,33.647175,8.561252,2615,2438,2814,3294,203.92,189.31,86.85,296.32,183.75,364.24,115.83,137.8,155.7,,180.2,145.1,42.476254,18.090734,39.433014,61.72433,38.27567,75.87227,24.127731,28.87557,32.62646,37.76036,30.405266,1,1,M0nkey M00n
EU C QUAD v BDS G4 2022-10-15.17.43,4,8,0,2,2,0,291,False,0,416,438.79935,59.48,2283,599,1569,347,714,252,20,4,65,22,404,33,278,12.91,4.135567,24.34,7.7970333,46.89,73.57,68.7,123.07,15.017775,23.562757,22.003008,39.416454,1542,474672,53.48,125.31,136.25,198.76,97.01,19.26,6.03,52,0.12,67.04348,43.248474,39.7759,16.975622,63.092403,30.793892,6.1137033,2813,2685,2957,3471,153.13,93.34,68.58,203.19,111.85,208.94,106.1,103.7,86.5,,90.5,98.1,48.604984,21.767975,29.627045,64.49657,35.503426,66.32173,33.67826,33.219078,27.709259,28.990612,31.425184,0,1,M0nkey M00n
EU C QUAD v BDS G3 2022-10-15.17.36,4,8,2,1,3,0,493,True,50,405,436.9876,62.92,2381,387,1672,218,709,169,23,3,65,17,656,98,280,10.91,3.3372078,26.33,8.053958,56.3,60.37,74.54,128.18,17.627354,18.901657,23.33824,40.13275,1508,478399,45.58,130.04,159.42,209.97,105.91,19.17,5.04,45,0.11,65.565216,47.582382,38.813274,13.604346,62.668255,31.610207,5.721534,2761,2588,2930,3308,151.39,124.7,58.95,213.88,121.17,255.36,79.69,105.7,102.8,,94,111.3,45.185654,17.594915,37.21944,63.83525,36.164753,76.21549,23.784512,32.33207,31.445,28.75321,34.045025,0,2,M0nkey M00n
EU C QUAD v BDS G2 2022-10-15.17.28,1,10,0,0,3,0,385,False,0,419,441.72092,56.17,2589,476,1845,287,744,189,22,4,69,16,390,115,375,36.9,10.492792,34.41,9.784741,121.79,62.48,61.62,107.64,34.44969,17.673182,17.42992,30.447205,1487,516737,48.86,133.26,172.55,213.76,118.94,21.97,6.31,54,0.12,64.652176,48.65086,37.572956,13.776187,60.270107,33.535397,6.1944904,2669,2463,2778,3603,150.73,127.58,76.36,221.14,133.53,250.88,103.79,111.6,127.6,,119.8,125.2,42.49866,21.529875,35.97147,62.35092,37.649082,70.736176,29.26382,31.734295,36.284016,34.066025,35.60156,3,1,M0nkey M00n
EU C QUAD vs BDS G0 2022-10-15.11.13,8,6,6,3,4,1,1447,True,75,400,416.7065,50.69,3778,1170,2831,829,947,341,42,15,80,31,1410,678,438,77.53,14.252363,81.3,14.945404,190.04,135.87,59.65,174.67,33.921783,24.25254,10.647413,31.178267,1631,820658,105.25,230.14,234.22,248.69,253.57,67.35,3.96,29,0.14,70.91304,41.11936,40.403084,18.477556,43.6597,44.516426,11.82388,2373,2257,2444,4290,291.69,126.21,151.71,350.18,219.33,377.56,192.06,354.6,337.1,2,361.3,318,51.208717,26.634012,22.157263,61.487946,38.512054,66.28278,33.717216,65.186226,61.969193,66.417885,58.458035,1,1,M0nkey M00n
EU C QUAD v BDS G0 2022-10-15.17.13,8,6,6,3,4,1,1447,True,75,410,390.23337,47.27,1806,477,1441,301,365,176,18,5,34,16,364,198,214,28.11,10.123163,24.38,8.779891,94.85,97.4,29.87,65,33.03497,33.9231,10.403316,22.638618,1658,392006,59.28,103.38,138.03,136.8,126.73,37.16,1.29,10,0.13,72.08696,45.90442,34.380924,19.714657,45.49536,42.146397,12.358243,2029,1819,2094,4411,168.8,60.43,71.46,199.85,100.83,218.24,82.45,221.1,211.9,2,231.1,200.3,56.13755,23.765339,20.09711,66.46601,33.53399,72.579735,27.420267,79.62403,76.31086,83.225296,72.13339,1,0,M0nkey M00n
EU Q KC vs BDS G5 2022-10-14.18.43,1,8,1,1,4,1,613,True,100,366,361.51846,46.18,2038,471,1146,199,892,272,12,2,78,24,68,2,421,40.54,11.985573,22.27,6.5840826,127.88,69.52,72.07,67.14,37.990555,20.65298,21.410536,19.945932,1497,496027,50.3,131.19,165.47,206.24,119.24,21.47,4.22,37,0.11,65.08696,47.69138,37.811275,14.497349,59.44372,34.368065,6.1882114,2829,2696,2993,3373,169.79,118.88,58.28,229.19,117.77,276.21,70.75,114.9,110.7,,113.8,106.8,48.93789,16.79781,34.264305,66.05661,33.943394,79.608604,20.3914,33.969963,32.72824,33.64475,31.575214,1,1,M0nkey M00n
EU Q KC v BDS G5 2022-10-14.18.43,1,8,1,1,4,1,613,True,100,366,361.5719,46.35,2038,471,1146,199,892,272,12,2,78,24,68,2,429,40.62,12.011,22.23,6.573228,127.83,69.59,71.96,67.15,37.984726,20.67869,21.382938,19.953644,1497,496030,50.43,130.87,165.44,206.4,118.97,21.37,4.1,38,0.11,65.08696,47.712986,37.742977,14.544039,59.52587,34.311012,6.1631193,2832,2706,2985,3376,169.5,119.09,58.15,228.87,117.87,276.11,70.63,113,109.3,,112.8,104.2,48.883892,16.77049,34.34562,66.00623,33.99377,79.630264,20.369728,33.41317,32.31911,33.35403,30.811083,1,1,M0nkey M00n
EU Q KC vs BDS G4 2022-10-14.18.36,2,11,0,7,0,0,122,False,0,417,447.59256,52.04,2654,237,1694,40,960,197,19,1,84,19,232,68,437,26.36,7.4092817,37.86,10.641707,106.42,81.39,75.08,100.02,29.324074,22.427048,20.688324,27.560553,1554,535474,66.3,142,166.08,216.1,133.76,24.52,4.8,39,0.12,67.565216,44.361343,37.929375,17.70928,57.722103,35.728405,6.5494957,2891,2801,2954,3428,193.39,118.01,62.98,259,115.35,273.34,101.05,120.8,109.3,,103.9,129.9,51.65607,16.82248,31.521448,69.18659,30.81341,73.00942,26.99057,33.95452,30.722097,29.204262,36.512352,1,1,M0nkey M00n
EU Q KC v BDS G4 2022-10-14.18.36,2,11,0,7,0,0,122,False,0,417,447.80652,52.04,2654,237,1694,40,960,197,19,1,84,19,232,68,446,26.54,7.463442,37.88,10.652418,106.19,81.28,75.01,100.23,29.27683,22.409086,20.680431,27.633644,1556,535465,66.44,141.85,165.49,215.8,133.56,24.41,4.81,39,0.12,67.652176,44.274704,37.95013,17.77516,57.736042,35.733208,6.5307546,2890,2810,2946,3426,192.79,117.92,63.06,258.27,115.45,272.81,100.96,117.7,106.8,,100.9,126.8,51.57985,16.871338,31.548815,69.10789,30.892115,72.98874,27.011265,33.098988,30.033745,28.374578,35.658043,1,1,M0nkey M00n
EU Q KC vs BDS G3 2022-10-14.18.27,1,12,0,4,3,0,366,False,0,433,466.41605,47.6,2626,401,1739,161,887,240,20,2,79,21,276,48,402,27.95,8.273882,34.06,10.082592,107.08,106.44,54.38,79.65,30.809956,30.62581,15.64667,22.917566,1576,525614,64.37,132.72,158.27,196.15,136.6,22.62,5.01,42,0.12,68.521736,44.537933,37.34804,18.114027,55.195995,38.438812,6.3651967,2501,2390,2583,3310,184.87,103.04,67.46,242.12,113.25,249.2,106.17,116.1,117.8,1,113.3,106.3,52.021835,18.983032,28.995132,68.131805,31.868195,70.1241,29.875904,34.36843,34.871674,33.539562,31.467394,3,0,M0nkey M00n
EU Q KC v BDS G3 2022-10-14.18.27,1,12,0,4,3,0,366,False,0,433,466.5818,47.6,2626,401,1739,161,887,240,20,2,79,21,276,48,393,27.93,8.270899,33.97,10.059522,106.93,106.5,54.34,79.58,30.784513,30.660719,15.644164,22.91061,1574,525531,64.25,132.45,158.32,196.27,136.12,22.63,4.94,42,0.12,68.434784,44.59467,37.307755,18.09757,55.284206,38.3415,6.3742886,2487,2369,2576,3308,184.49,103.22,67.3,241.64,113.38,248.74,106.28,113.3,115.4,1,112.1,104.1,51.96755,18.957212,29.075237,68.063774,31.93623,70.06365,29.93634,33.551483,34.173355,33.196125,30.82709,3,0,M0nkey M00n
EU Q KC vs BDS G2 2022-10-14.18.19,5,6,2,1,2,0,642,True,40,410,431.485,50.34,2433,215,1579,87,854,128,19,1,67,11,334,14,151,49.65,14.675455,26.8,7.9214945,106.68,78.7,61.43,99.2,30.831478,22.745005,17.753822,28.669691,1495,501856,40.56,140.31,172.23,197.4,131.98,23.71,4.56,38,0.12,65,48.776554,39.73662,11.486833,55.906425,37.37857,6.715002,2646,2438,2849,3371,200.6,104.74,47.75,262.92,90.18,245.17,107.92,92.8,107,,129.5,109.3,56.81271,13.523464,29.663826,74.460495,25.539507,69.435555,30.564445,27.429651,31.626862,38.27737,32.30669,0,0,M0nkey M00n
EU Q KC v BDS G2 2022-10-14.18.19,5,6,2,1,2,0,642,True,40,410,431.45947,50.34,2433,215,1579,87,854,128,19,1,67,11,334,14,151,49.65,14.674588,26.86,7.93876,106.73,78.86,61.29,99.11,30.847713,22.792566,17.714386,28.645338,1500,501753,40.6,140.03,171.99,197.38,131.61,23.62,4.63,39,0.12,65.21739,48.774883,39.7113,11.513809,55.97686,37.324524,6.6986194,2655,2439,2861,3378,200.34,104.51,47.77,262.61,90,244.9,107.71,89.4,104.9,,128.6,106.9,56.8147,13.547161,29.638138,74.47605,25.52395,69.45351,30.546497,26.423124,31.004316,38.009106,31.595436,0,0,M0nkey M00n
EU Q KC vs BDS G1 2022-10-14.18.11,3,10,1,1,1,1,389,False,33.333332,401,422.43613,46.1,2282,299,1564,100,718,199,17,1,66,19,142,0,371,34.07,10.511539,30.44,9.391583,124.75,65.58,51.39,83.83,38.319767,20.144371,15.785594,25.750269,1479,469843,47.47,122,163.49,194.61,121.59,16.78,5,43,0.12,64.304344,49.101997,36.64104,14.2569685,58.44495,36.515705,5.039342,2672,2616,2729,3382,186.22,92.72,54.03,227.85,105.12,271.06,61.91,115.4,83.5,,111.8,104.4,55.92696,16.226686,27.846352,68.42959,31.570412,81.40673,18.593267,35.6041,25.762064,34.493397,32.210293,0,1,M0nkey M00n
EU Q KC v BDS G1 2022-10-14.18.11,3,10,1,1,1,1,389,False,33.333332,401,422.39703,46.1,2282,299,1564,100,718,199,17,1,66,19,142,0,376,34.08,10.513652,30.55,9.424649,124.69,65.39,51.66,83.66,38.31899,20.095266,15.875844,25.709894,1484,469933,47.65,122.03,163.16,194.42,121.77,16.64,5.07,44,0.12,64.521736,49.02055,36.66326,14.316188,58.414204,36.586243,4.999549,2678,2609,2746,3373,186.21,92.72,53.91,227.49,105.35,270.91,61.93,113,82,,110.5,102.5,55.945797,16.19697,27.857227,68.34816,31.651846,81.39346,18.606539,34.860405,25.29693,34.089157,31.621164,0,1,M0nkey M00n
EU L BDS vs G1 G5 2022-10-14.17.50,5,8,1,0,3,0,684,True,20,433,435.48605,52.03,4818,889,3187,264,1631,625,36,3,148,59,430,40,778,66.69,10.04655,68.1,10.25896,225.16,110.04,138.23,185.74,34.158108,16.693722,20.970312,28.17786,1533,1006217,88.63,285.96,288.96,394.72,226.63,42.2,11.25,87,0.13,66.652176,43.547585,43.09547,13.356944,59.4861,34.15417,6.3597317,2955,2880,3040,3581,254.74,248.34,160.47,375.14,288.41,505.54,158.01,243.8,187.7,,209,227.3,38.390472,24.183556,37.425964,56.535297,43.464695,76.18718,23.812824,36.72738,28.276163,31.484913,34.241726,1,2,M0nkey M00n
