shots,shots_against,goals,goals_against,saves,assists,score,mvp,shooting_percentage,bpm,bcpm,avg_amount,amount_collected,amount_stolen,amount_collected_big,amount_stolen_big,amount_collected_small,amount_stolen_small,count_collected_big,count_stolen_big,count_collected_small,count_stolen_small,amount_overfill,amount_overfill_stolen,amount_used_while_supersonic,time_zero_boost,percent_zero_boost,time_full_boost,percent_full_boost,time_boost_0_25,time_boost_25_50,time_boost_50_75,time_boost_75_100,percent_boost_0_25,percent_boost_25_50,percent_boost_50_75,percent_boost_75_100,avg_speed,total_distance,time_supersonic_speed,time_boost_speed,time_slow_speed,time_ground,time_low_air,time_high_air,time_powerslide,count_powerslide,avg_powerslide_duration,avg_speed_percentage,percent_slow_speed,percent_boost_speed,percent_supersonic_speed,percent_ground,percent_low_air,percent_high_air,avg_distance_to_ball,avg_distance_to_ball_possession,avg_distance_to_ball_no_possession,avg_distance_to_mates,time_defensive_third,time_neutral_third,time_offensive_third,time_defensive_half,time_offensive_half,time_behind_ball,time_infront_ball,time_most_back,time_most_forward,time_closest_to_ball,time_farthest_from_ball,percent_defensive_third,percent_offensive_third,percent_neutral_third,percent_defensive_half,percent_offensive_half,percent_behind_ball,percent_infront_ball,percent_most_back,percent_most_forward,percent_closest_to_ball,percent_farthest_from_ball,inflicted,taken,player_name
1,4,0,0,1,1,390,False,0,502,505.89948,48.12,3766,739,2626,530,1140,209,32,6,88,19,607,79,515,59.34,13.28557,54.07,12.105676,170.22,78.23,72.42,120.61,38.556675,17.719944,16.403915,27.319471,1626,707124,98.88,169.21,181.27,251.79,168.8,28.76,10.76,94,0.11,70.695656,40.339592,37.655777,22.004627,56.03427,37.565372,6.400356,2717,2598,2830,3559,208.66,144.65,96.04,283.7,165.66,342.78,106.57,151.3,145.8,157.5,150.2,46.435963,21.373095,32.19094,63.13424,36.865765,76.283516,23.716478,33.874397,32.64301,35.26251,33.62812,3,2,Oski
4,6,1,1,2,1,447,True,25,445,480.9813,50.36,2588,466,1941,287,647,179,24,4,61,18,384,112,474,39.47,12.22587,32.86,10.178416,102.43,91.67,50.72,88.66,30.715485,27.488903,15.209308,26.586302,1630,519100,75.93,127.63,130.86,173.38,138.9,22.14,8.25,65,0.13,70.86957,39.130436,38.164585,22.704983,51.84499,41.534595,6.6204176,2614,2374,2961,3701,125.9,117.07,91.45,183.93,150.49,256.76,77.66,91.6,113,110.7,86.3,37.64727,27.345852,35.006878,54.999702,45.000305,76.7777,23.222296,28.373188,35.001858,34.289433,26.731508,1,0,Oski
0,7,0,1,1,0,190,False,0,476,478.90988,50.8,3005,651,2062,375,943,276,24,4,84,24,346,24,263,38.22,10.151934,34.31,9.113366,97.35,109.49,86.29,83.86,25.822968,29.043211,22.889202,22.244623,1645,610085,85.37,153.52,140.42,195.8,153.79,29.71,11.12,98,0.11,71.521736,37.01985,40.47349,22.506657,51.62141,40.545742,7.8328505,2944,2884,3014,3861,157.98,131.46,89.86,228.25,151.05,267.98,111.32,122,122.5,107,141,41.65041,23.691011,34.658585,60.176643,39.82336,70.6512,29.348799,32.405437,32.53825,28.421164,37.452187,4,1,Oski
3,4,2,1,0,0,433,True,66.666664,532,530.55615,53.38,2959,583,2216,391,743,192,26,5,64,18,435,119,532,40.72,12.168664,44.89,13.414816,112.61,63.47,52.32,110.31,33.24673,18.738745,15.446843,32.567684,1611,529465,73.86,138.4,130.88,183.22,126.3,33.63,9.98,87,0.11,70.04348,38.141865,40.333385,21.52474,53.393555,36.806057,9.800378,2650,2422,2876,3697,126.37,133.34,83.43,194.87,148.27,261.96,81.19,98.9,120.4,120.5,92.2,36.827534,24.31369,38.858772,56.79023,43.209766,76.3398,23.660208,29.55503,35.980038,36.009922,27.552818,1,1,Oski
2,9,0,1,1,0,234,False,0,520,502.5897,50.98,2620,529,1847,300,773,229,22,3,67,18,394,0,413,26.24,8.389283,40.64,12.993158,83.4,74.15,67.42,81.98,27.170547,24.157028,21.964489,26.707932,1584,483005,60.42,121.86,130.28,179.3,101.62,31.64,10.73,98,0.11,68.86957,41.6816,38.987713,19.330688,57.364986,32.512157,10.122856,2775,2618,2997,3707,131.15,135.61,45.79,203.41,109.15,234.59,77.97,128.7,93.4,110.9,105.1,41.961285,14.650456,43.38826,65.078705,34.921295,75.05439,24.94561,41.147133,29.861244,35.45623,33.601894,0,2,Oski
6,16,2,2,1,0,474,False,33.333332,472,483.26804,50.54,3064,706,2343,534,721,172,29,7,68,17,529,179,381,45.12,11.860887,53.64,14.100575,127.8,72.13,70.26,111.11,33.51692,18.916862,18.426437,29.139786,1578,582285,62.12,165.78,163.84,211.65,147.58,32.51,9.38,86,0.11,68.608696,41.823658,42.318886,15.857457,54.028183,37.672947,8.298871,2770,2666,2852,3615,195.78,125.34,70.61,263.45,128.28,281.49,110.25,123.5,134.3,122.4,139.5,49.9783,18.02517,31.996527,67.25296,32.747044,71.85634,28.143667,32.464973,35.304012,32.17581,36.67096,2,2,Oski
1,5,0,2,0,0,44,False,0,536,401.6174,44.96,1225,324,985,276,240,48,11,3,21,4,82,23,139,19.86,10.851867,8.32,4.5462,45.88,41.81,17.02,24.24,35.579678,32.423416,13.198913,18.797981,1751,226190,51.94,57.46,78.69,103.36,63.24,21.48,2.32,23,0.1,76.13043,41.836357,30.549206,27.61444,54.955338,33.62399,11.420672,2926,2398,3494,3613,134.32,30.7,23.06,152.58,35.51,122.56,65.52,69,61.2,70.3,79,71.41642,12.26074,16.322842,81.12074,18.87926,65.163765,34.83624,37.702858,33.440796,38.413204,43.16704,1,0,Oski
4,1,2,0,0,1,416,True,50,539,537.44543,54.12,2977,804,2381,600,596,204,29,7,54,17,461,99,472,44.41,13.362419,69.89,21.029036,107.69,52.71,70.23,100.76,32.496452,15.905729,21.192553,30.405262,1695,551193,72.1,154.19,114.56,163.59,129.83,47.43,8.55,83,0.1,73.695656,33.610092,45.236908,21.153,47.994724,38.090073,13.915213,2911,2654,3266,3747,125.76,126.76,88.33,186.76,154.1,241.24,99.61,120.1,133.7,115.8,133.9,36.895996,25.914625,37.18938,54.790825,45.209183,70.776,29.223999,36.1366,40.228672,34.842785,40.28885,3,1,Oski
3,6,0,1,0,1,200,False,0,506,539.8642,50.45,2941,947,2150,660,791,287,27,7,71,25,573,39,409,28.82,8.817231,44.16,13.510372,106.46,64.8,67.34,96.24,31.79429,19.352528,20.111097,28.742086,1703,544236,85.77,138.42,114.16,183.84,128.73,25.79,8.01,77,0.1,74.04348,33.740208,40.910297,25.34949,54.33266,38.045277,7.622059,2697,2616,2814,3555,143.59,117.29,77.48,202.76,135.6,247.46,90.9,90.9,126.3,119,105.1,42.437046,22.898687,34.66426,59.924343,40.075665,73.13512,26.864876,27.810072,38.6404,36.407024,32.15444,3,1,Oski
4,5,1,0,0,0,280,False,25,454,459.07803,51.27,2483,609,1633,337,850,272,19,4,79,26,318,90,279,28.87,8.896216,42.75,13.173303,106.85,53.7,85.32,85.25,32.269268,16.217686,25.767094,25.745953,1595,512328,68.19,126.85,138.24,179.91,120.41,32.96,7.22,69,0.1,69.347824,41.47864,38.06109,20.460274,53.981636,36.12878,9.889583,2921,2970,2914,3753,119.06,137.31,76.91,201.99,131.28,243.43,89.84,102.2,116.1,95.8,104.1,35.723717,23.076694,41.199593,60.608513,39.391483,73.04288,26.957123,31.492666,35.775917,29.520523,32.078148,2,0,Oski
2,10,0,7,0,0,76,False,0,425,341.18295,42.04,1444,533,1112,460,332,73,12,5,31,7,104,46,112,15,5.906907,14.79,5.82421,91.66,41.9,20.58,35.11,48.43329,22.140026,10.874505,18.55218,1774,264086,48.51,67.36,79.29,99.92,84.77,10.47,2.76,24,0.11,77.13043,40.628204,34.51527,24.85653,51.199017,43.436153,5.3648286,3353,2505,3825,4089,109.7,51.89,33.57,133.88,61.28,117.12,78.04,67,67.7,68.6,83.6,56.210293,17.201271,26.588442,68.60012,31.399876,60.012295,39.9877,26.384186,26.65984,27.014256,32.92116,1,0,Oski
3,10,2,3,1,0,466,False,66.666664,502,499.22318,40.61,2999,324,2245,172,754,152,24,2,68,15,176,39,429,40.34,11.191876,30.94,8.583953,144.64,101.26,54.39,57.44,40.43273,28.306267,15.2042055,16.056803,1658,574718,85.19,149.7,148.37,201.99,161.06,20.21,8.05,71,0.11,72.08696,38.712624,39.059647,22.22773,52.70313,42.023693,5.273183,2954,2797,3167,3594,216.37,116.4,50.49,288.4,94.86,284.59,98.67,129.8,98.1,90.4,130.4,56.45515,13.173825,30.371029,75.249176,24.750822,74.25507,25.744925,36.01154,27.216736,25.080458,36.178,0,2,Oski
2,7,3,1,0,1,521,False,150,540,548.54254,45.76,3149,1039,2376,772,773,267,26,8,63,23,241,34,561,62.24,18.06991,33.79,9.810126,149.32,69.59,48.84,82.39,42.6458,19.874905,13.948706,23.530586,1712,578042,95.04,145.49,126.94,170.24,169.03,28.19,9.27,80,0.12,74.434784,34.544315,39.59235,25.863337,46.32885,45.99956,7.6715827,2679,2579,2850,3619,153.61,118.36,95.49,211.68,155.78,248.11,119.36,96,140.3,122.4,116.5,41.80319,25.9865,32.210308,57.60627,42.39373,67.51844,32.481564,27.871326,40.732784,35.535942,33.823017,4,0,Oski
2,6,1,1,2,0,438,True,50,552,561.05084,47.71,3061,1077,2101,719,960,358,25,8,84,31,438,94,619,36.75,11.226516,43.9,13.410722,126.7,69.64,41.28,96.07,37.96937,20.869669,12.370763,28.790194,1718,549618,97.48,122.17,119.18,188.8,133.95,16.07,8.48,78,0.11,74.695656,35.17398,36.056427,28.769588,55.7228,39.534264,4.7429314,2630,2496,2776,3482,144.88,113.17,80.78,205.43,133.39,214.1,124.73,71.3,112.4,101.5,97.2,42.758904,23.840862,33.40023,60.631012,39.368984,63.188026,36.81197,21.78097,34.336338,31.006567,29.69299,1,1,Oski
1,11,1,2,1,1,341,False,100,462,491.21326,50.69,2907,821,2040,571,867,250,23,7,77,22,313,136,378,71.52,20.14194,39.07,11.003155,124.71,80.89,55.22,98.04,34.751713,22.540823,15.387615,27.319845,1692,574956,81.21,154.92,134.19,187.98,158.44,23.9,7.85,69,0.11,73.565216,36.23623,41.83409,21.929684,50.761505,42.784622,6.453878,2732,2728,2709,3689,174.72,119.64,75.96,233.41,136.92,244.37,125.95,108.5,140.3,125.5,103.2,47.180817,20.51199,32.307194,63.02757,36.972427,65.98888,34.011124,30.556496,39.512222,35.34415,29.063873,0,2,Oski
3,3,1,0,0,2,448,True,33.333332,527,549.0196,52.37,2996,707,2167,458,829,249,24,5,70,22,281,50,403,54.84,16.749128,30.31,9.257223,129.55,53.8,52.01,99.36,38.70399,16.073135,15.538361,29.684513,1698,549544,83,145.26,110.73,165.45,148.69,24.87,7.15,67,0.11,73.82609,32.66468,42.85082,24.484499,48.803867,43.86006,7.3360667,2708,2508,2953,3951,118.03,120.34,100.63,180.34,158.65,237.16,101.84,109.8,109.2,125.3,98.2,34.81711,29.684366,35.498524,53.19921,46.80079,69.9587,30.041298,33.53491,33.351658,38.26889,29.992058,0,0,Oski
7,6,0,3,1,3,502,False,0,538,549.2983,51.36,4573,1286,3551,933,1022,353,43,10,94,33,800,81,675,79.14,15.843526,53.11,10.63242,160.74,101.99,89.25,143.14,32.46486,20.599047,18.025934,28.910164,1709,823270,127.47,216.58,164.52,256.02,212.16,40.39,12.31,110,0.11,74.304344,32.34953,42.586075,25.064396,50.34115,41.716972,7.941876,2780,2664,2853,3775,188.58,157.73,162.26,269.07,239.5,332.9,175.67,119.9,196.1,177.5,154.5,37.08044,31.905144,31.014412,52.90717,47.092827,65.458046,34.54195,24.003523,39.258472,35.534824,30.930311,1,3,Oski
1,10,0,2,3,0,382,False,0,568,577.4472,47.51,3157,936,2315,645,842,291,27,8,75,26,378,151,736,30.95,9.435113,34.3,10.456361,124.58,59.3,87.32,61.48,37.447395,17.824936,26.247442,18.48022,1745,565731,88.11,143.76,107.76,177.31,141.66,20.67,8.1,92,0.09,75.86957,31.728645,42.32841,25.942938,52.205273,41.708866,6.0858555,2477,2310,2638,3459,148.86,103.11,87.67,201.64,138,193.37,146.27,78.8,132.1,117.6,83.7,43.82876,25.812624,30.358614,59.36874,40.631256,56.93381,43.066185,24.022194,40.27071,35.85038,25.515959,2,0,Oski
1,6,0,2,1,0,272,False,0,538,570.64105,50.47,3209,716,2265,371,944,345,29,5,88,31,659,133,500,50.22,14.883969,37.35,11.069617,133.26,67.82,53.99,90.42,38.571304,19.63009,15.627081,26.171526,1724,575496,92.15,146.17,110.79,195.01,133.49,20.6,9.71,92,0.11,74.95652,31.734985,41.869328,26.395693,55.860783,38.23833,5.900888,2717,2376,3014,3829,156.16,104.5,88.44,216.67,132.43,204.97,144.13,90.7,141.5,125,109.6,44.732166,25.333715,29.934116,62.065315,37.93469,58.713833,41.286163,26.881243,41.937107,37.046917,32.482735,1,0,Oski
3,3,0,1,1,0,192,False,0,570,551.66626,43.3,2850,800,2139,459,711,341,24,5,65,32,286,60,538,60.39,19.48253,33.46,10.794593,135.44,50.08,42.87,74.3,44.74545,16.54498,14.163005,24.546568,1757,530173,90.69,128.94,90.19,152.96,130.19,26.65,8.81,78,0.11,76.391304,29.11045,41.617714,29.271835,49.37379,42.023884,8.602324,2882,2536,3197,4194,82.27,104.57,122.97,130.79,179.02,210.29,99.52,90,129.1,109.4,100.3,26.554985,39.69207,33.752945,42.216194,57.783802,67.87708,32.122913,29.035069,41.649197,35.29374,32.35797,1,2,Oski
3,7,1,2,2,0,382,False,33.333332,468,477.10358,48.99,3077,634,1983,274,1094,360,23,3,92,33,342,43,375,71.54,18.4877,46.94,12.130453,140.39,87.37,65.14,98.41,35.876923,22.327564,16.646646,25.148857,1655,620477,88.41,152.29,157.66,223.72,149.48,25.17,9.91,98,0.1,71.95652,39.577267,38.229237,22.193493,56.158844,37.522903,6.3182464,2667,2600,2784,3607,175.87,134.28,88.22,238.1,160.26,298.51,99.86,110.9,114.9,128.8,103.9,44.1474,22.145243,33.70736,59.770058,40.229942,74.93285,25.067148,28.659294,29.692991,33.285095,26.85032,2,2,Oski
8,3,0,1,0,0,284,False,0,521,540.29694,51.54,2857,1366,1946,891,911,475,23,10,77,34,394,114,615,44.53,14.035365,26.73,8.425001,119.84,60.29,55.15,87.37,37.142414,18.685883,17.092825,27.078878,1739,548391,85.64,144.67,92.8,166.21,135.66,21.23,8.41,88,0.1,75.608696,28.720871,44.774227,26.504906,51.442276,41.987,6.570721,2621,2240,3010,3846,93.29,108.14,121.68,134.6,188.51,222.02,101.08,96.4,116.8,124.1,97.8,28.872522,37.659004,33.46848,41.657646,58.34236,68.71557,31.284431,30.384216,36.81407,39.114952,30.825481,1,0,Oski
2,4,0,0,0,1,246,False,0,504,503.7826,43.97,2697,628,1745,298,952,330,19,3,81,30,198,16,389,58.14,18.10031,34.95,10.880733,146.47,54.93,45.45,75.16,45.486164,17.058475,14.114468,23.34089,1696,530389,85.09,121.55,117.28,180.69,132.25,10.97,7.05,65,0.11,73.73913,36.206474,37.5247,26.268833,55.78401,40.829243,3.3867433,2895,2749,3053,3749,138.44,101.74,83.73,189.46,134.45,245.95,77.96,112.4,93.3,107.3,99.4,42.74027,25.849773,31.40996,58.491554,41.508442,75.93159,24.068415,34.992683,29.04642,33.404938,30.945488,0,2,Oski
4,11,0,1,7,1,782,True,0,502,499.90146,44.72,4227,1311,2800,732,1427,579,33,8,113,36,456,82,685,72.03,14.197579,48.91,9.640478,205.57,115.5,76.21,109.06,40.5992,22.81076,15.051151,21.538887,1653,822860,122.6,201.41,189.02,260.44,205.57,47.03,11.32,105,0.11,71.86957,36.843853,39.258915,23.89724,50.76407,40.068996,9.166925,2752,2437,3107,3645,248.94,149.3,114.8,329.1,183.94,377.57,135.46,162.6,183.4,176,177.2,48.522533,22.376425,29.101046,64.14704,35.85295,73.596085,26.403913,32.049515,36.149326,34.69074,34.92727,2,2,Oski
6,12,2,1,3,0,604,True,33.333332,490,521.0079,48.56,2881,739,2231,569,650,170,26,6,58,15,378,30,379,44.97,13.554162,28.43,8.568932,114.19,93.04,48.33,82.63,33.76504,27.511162,14.290783,24.43301,1571,507949,57.48,140.21,144.86,181.4,136.28,24.87,7.8,75,0.1,68.304344,42.288715,40.93125,16.780031,52.955776,39.783974,7.2602544,2603,2525,2707,3621,178.48,99.78,64.3,229.26,113.3,248.05,94.5,111,109.1,126.5,84.1,52.10182,18.770435,29.127745,66.9255,33.074497,72.41279,27.587215,33.455906,32.883236,38.127674,25.348122,2,1,Oski
1,2,1,2,0,0,208,False,100,430,422.0273,45.88,2165,401,1713,199,452,202,19,3,40,17,189,100,403,46.96,15.25666,25.31,8.222873,137.07,70.41,30.92,68.88,44.60753,22.913956,10.062484,22.416037,1728,382890,76.1,105.73,135.4,146.19,157.18,13.85,4.71,43,0.11,75.13043,42.68196,33.32913,23.988903,46.084736,49.549206,4.366055,2825,2468,3887,3741,168.62,79.55,69.06,203.35,113.87,239.56,77.66,169.5,117.4,123.2,189.9,53.153866,21.769695,25.076447,64.103775,35.896225,75.51857,24.481434,55.06823,38.14165,40.025993,61.695908,0,2,Oski
2,13,1,0,7,1,839,True,50,516,506.57376,41.74,2787,354,2002,200,785,154,23,2,68,14,310,0,391,51.43,15.580127,34.65,10.4968195,149.32,73.84,36.87,72.35,44.924488,22.215534,11.092725,21.767254,1592,513534,62.86,132.62,143.34,173.97,135.24,29.63,9,76,0.12,69.21739,42.30565,39.141727,18.552624,51.34281,39.912643,8.744539,2491,2365,2613,3708,185.37,100.48,52.99,234.25,104.58,226.47,112.36,103.1,122.5,129.1,104.6,54.707237,15.63865,29.654114,69.134964,30.865034,66.83882,33.16117,31.23296,37.109966,39.109364,31.687366,1,1,Oski
4,10,2,0,3,0,716,True,50,460,445.51123,37.87,2382,540,1619,387,763,153,17,4,67,15,92,23,343,71.16,22.182047,23.37,7.284913,162.98,84.85,26.71,44.24,51.126175,26.617105,8.37882,13.877911,1588,499084,55.87,130.3,140.4,168.21,129.63,28.73,9.67,84,0.12,69.04348,42.99231,39.899563,17.108124,51.508095,39.694393,8.797501,2407,2306,2524,3537,172.2,91.03,63.35,225.8,100.78,240.02,86.55,105,107.4,135.7,77.1,52.728275,19.398005,27.873722,69.140785,30.859205,73.49726,26.50274,32.730675,33.478806,42.3005,24.033667,4,1,Oski
4,9,3,2,1,0,577,False,75,431,452.1978,43.45,2577,738,1461,309,1116,429,17,4,93,32,252,90,358,55.47,16.222618,12.34,3.6089258,145.95,92.69,49.61,67.98,40.97072,26.019705,13.926395,19.083178,1663,560396,82.48,145.5,134.31,191.74,144.82,25.74,9.3,87,0.11,72.304344,37.07251,40.161198,22.766293,52.922993,39.972404,7.1046095,2763,2776,2726,3624,168.64,121.66,72,233.24,129.06,250.63,111.66,92.3,119.8,104.4,102.3,46.547062,19.873034,33.579906,64.37759,35.622414,69.17938,30.820612,26.99383,35.03641,30.532566,29.918406,1,0,Oski
7,8,1,3,2,1,485,False,14.285714,566,583.95123,53.26,4279,1437,3274,1037,1005,400,40,12,91,36,749,167,766,46.33,10.537688,49.76,11.317837,156.95,78.48,71.65,144,34.794273,17.398247,15.884101,31.923386,1715,744510,112.21,196.38,148.42,241.55,190.99,24.47,13.31,119,0.11,74.565216,32.476315,42.970615,24.553074,52.854424,41.791206,5.3543687,2565,2445,2627,3825,165.03,149.93,142.05,243.96,213.05,303.9,153.12,106.5,186.1,182.3,100,36.110806,31.08247,32.80672,53.381763,46.618237,66.495995,33.504005,24.223263,42.328163,41.46386,22.744848,1,0,Oski
3,5,0,3,0,1,244,False,0,529,568.5722,46.42,3128,1066,2512,798,616,268,30,9,57,24,488,101,541,41.5,12.572329,42.71,12.938895,129.89,57.59,60.94,89.19,38.47339,17.058146,18.050413,26.418058,1741,568770,88.89,154.11,101.65,175.73,126.08,42.84,11.03,90,0.12,75.695656,29.493687,44.714924,25.79138,50.98796,36.58204,12.430001,2671,2435,2874,3777,111.93,116.57,116.15,169.73,174.92,203.88,140.77,71.8,162.2,115.3,107.5,32.476425,33.700855,33.82272,49.247063,50.752937,59.155663,40.844334,21.751646,49.138115,34.929867,32.566875,0,0,Oski
0,5,0,0,0,0,18,False,0,492,530.08453,39.91,1066,394,675,354,391,40,8,4,16,4,132,52,98,34.62,28.692192,10.07,8.345765,44.04,15.45,11.62,44.27,38.169525,13.390535,10.071069,38.368866,1744,200806,38.3,47.29,40.74,37.95,64.74,23.65,1.22,12,0.1,75.82609,32.248875,37.433704,30.317423,30.037992,51.242676,18.719328,3061,2778,3377,3861,35.28,36.57,54.48,51.91,74.42,73.01,53.32,29,42.4,35,38.3,27.926859,43.12515,28.947994,41.090794,58.909206,57.79308,42.206917,24.034477,35.14006,29.007126,31.742085,0,0,Oski
1,8,1,4,2,0,302,False,100,526,529.11993,44.39,2933,774,2015,429,918,345,23,5,74,30,311,83,596,62.58,18.81596,32.28,9.705644,154.44,65.52,46.62,66.8,46.325512,19.653246,13.984042,20.037195,1745,560777,87.14,150.08,107.15,191.16,124.2,29.01,8.89,80,0.11,75.86957,31.11479,43.58103,25.304178,55.510063,36.06586,8.424079,2716,2336,3182,3826,130.65,127.89,85.82,191.19,153.17,230.33,114.04,97.5,113.8,117.9,93.3,37.939945,24.921595,37.138462,55.52039,44.479618,66.88445,33.115543,29.315374,34.2163,35.44905,28.052557,1,2,Oski
1,8,1,4,2,0,302,False,100,526,529.32684,44.39,2933,774,2015,429,918,345,23,5,74,30,311,83,596,62.55,18.814295,32.32,9.721471,154.59,65.35,46.43,66.79,46.401127,19.6152,13.936247,20.047424,1748,560783,86.98,150.61,106.3,190.77,123.99,29.13,9.04,82,0.11,76,30.911045,43.79598,25.29297,55.474133,36.055134,8.470732,2709,2340,3165,3822,130.05,127.92,85.92,191.01,152.88,230,113.89,95.7,112.5,115.4,94.3,37.817326,24.984732,37.19794,55.543922,44.456074,66.88185,33.118145,28.78542,33.838657,34.710945,28.364315,1,2,Oski
1,8,1,4,2,0,302,False,100,523,531.49255,44.28,2945,774,2015,429,930,345,23,5,75,30,311,83,596,64.56,19.418879,32.42,9.751549,156.44,65.4,46.41,66.93,46.67343,19.511904,13.846292,19.968376,1746,560687,86.69,150.54,106.94,190.89,123.98,29.29,8.97,80,0.11,75.91304,31.071856,43.740013,25.188135,55.46548,36.02394,8.510576,2705,2342,3149,3814,130.38,127.88,85.91,191.16,153,230.47,113.69,96.4,114.7,117.1,93.6,37.88244,24.9615,37.156055,55.543934,44.456066,66.96594,33.034054,28.99597,34.500393,35.222282,28.153763,1,2,Oski
5,6,3,1,1,1,705,True,60,541,564.7244,43.53,3221,1023,2418,717,803,306,27,8,73,29,310,93,472,60.23,17.599789,43.45,12.696511,162.81,81.35,39.39,76.76,45.18609,22.57778,10.932253,21.303877,1690,568175,87.42,138.85,136.24,177.06,158.47,26.98,8.17,78,0.1,73.478264,37.582413,38.302395,24.115196,48.84279,43.714657,7.442553,2975,2945,3023,3962,150.76,124.44,87.32,206.43,156.08,260.56,101.95,95.2,159.2,132,108.7,41.58667,24.086948,34.32638,56.944633,43.055363,71.87663,28.123362,27.818363,46.519783,38.57168,31.763193,5,0,Oski
5,6,3,1,1,1,705,True,60,540,564.46844,43.44,3217,1022,2416,717,801,305,27,8,73,29,291,93,476,60.14,17.587366,43.61,12.753326,162.58,80.99,39.24,76.88,45.20003,22.516611,10.909395,21.373959,1691,568221,87.62,138.73,135.85,176.73,158.4,27.07,8.47,80,0.11,73.521736,37.506905,38.30204,24.191053,48.793484,43.73274,7.473771,2998,2980,3034,3956,150.64,124.29,87.27,206.13,156.08,260.36,101.84,92.9,157.9,130.4,106,41.59028,24.094421,34.315292,56.908974,43.091022,71.882935,28.117064,27.167713,46.17634,38.134228,30.998682,5,0,Oski
5,6,3,1,1,1,705,True,60,541,565.1538,43.53,3221,1023,2418,717,803,306,27,8,73,29,310,93,472,60.1,17.575155,43.73,12.788046,162.57,81.31,39.27,76.89,45.15332,22.583603,10.907122,21.35596,1692,568210,87.52,138.95,135.76,176.81,158.51,26.92,8.37,78,0.11,73.565216,37.47895,38.359608,24.161446,48.810177,43.758278,7.4315367,2995,2970,3036,3950,150.69,124.27,87.26,205.97,156.26,260.67,101.56,94.2,158.3,132.5,107.8,41.601788,24.090332,34.30788,56.861664,43.138336,71.96257,28.037434,27.547083,46.291965,38.747223,31.524157,5,0,Oski
4,10,1,3,2,0,398,False,25,506,490.9732,48.38,2715,760,1944,500,771,260,23,5,68,23,380,3,395,47.81,14.409717,25.09,7.5620117,120.42,78.33,54.66,76.89,36.457767,23.714806,16.548594,23.27884,1660,539928,69.55,150.79,124.75,195.2,131.64,18.24,8.9,81,0.11,72.17391,36.149994,43.69585,20.154165,56.566597,38.14768,5.285731,2643,2423,2836,3768,139.75,112.62,92.72,210,135.09,220.14,124.96,93.2,120.4,122.9,102.6,40.49668,26.868353,32.634964,60.85369,39.14631,63.790203,36.209793,28.090055,36.288013,37.0415,30.923174,1,0,Oski
4,10,1,3,2,0,398,False,25,507,491.1921,48.22,2714,760,1943,500,771,260,23,5,68,23,371,3,394,47.59,14.355092,24.93,7.5199084,120.42,78.13,54.81,76.72,36.482067,23.67002,16.605066,23.242851,1658,539946,69.78,150.53,124.42,195.24,131.2,18.3,8.83,81,0.11,72.08696,36.092014,43.666058,20.241928,56.633987,38.057667,5.308348,2649,2442,2831,3773,139.58,112.59,92.56,209.82,134.92,220.22,124.52,91,118.1,121.3,100.5,40.489662,26.85,32.660343,60.863262,39.13674,63.880028,36.119976,27.449326,35.623795,36.589046,30.314915,1,0,Oski
4,10,1,3,2,0,398,False,25,507,491.0588,48.22,2714,760,1943,500,771,260,23,5,68,23,371,3,394,47.68,14.378337,24.99,7.535961,120.31,78.27,54.79,76.75,36.444324,23.709558,16.596994,23.249123,1664,539938,69.86,150.59,124.46,195.12,131.43,18.36,9.02,82,0.11,72.347824,36.084778,43.660667,20.25456,56.571285,38.105595,5.323128,2633,2426,2815,3777,139.57,112.76,92.57,209.92,134.99,220.05,124.85,93,120,122.7,102.9,40.4668,26.839663,32.69353,60.862255,39.13775,63.8011,36.1989,28.044994,36.187088,37.001297,31.030428,1,0,Oski
4,5,2,2,2,0,553,True,50,531,554.0952,44.54,3183,819,2105,486,1078,333,23,6,87,29,210,114,473,49.7,14.419589,24.79,7.1923866,150.7,75.94,63.52,72.76,41.5243,20.92472,17.50248,20.048494,1722,585332,102.21,137.45,125.38,182.98,159.66,22.41,8.93,79,0.11,74.86957,34.346924,37.65341,27.999674,50.124638,43.736473,6.1388845,2705,2594,2835,3700,153.3,124.38,87.36,226.55,138.5,238.68,126.37,100.9,121.7,128.2,93.8,41.995396,23.931623,34.07298,62.059994,37.94001,65.38283,34.617176,29.274378,35.309135,37.194996,27.214436,1,0,Oski
4,5,2,2,2,0,553,True,50,529,552.361,44.67,3170,819,2105,486,1065,333,23,6,86,29,210,114,470,49.56,14.392752,24.82,7.207992,150.65,75.77,63.6,72.54,41.551743,20.89861,17.541924,20.007723,1726,585321,102.04,136.96,125.71,183.07,159.32,22.31,9.27,78,0.12,75.04348,34.46848,37.553123,27.978392,50.197422,43.685223,6.1173563,2708,2588,2844,3695,153.04,124.41,87.25,226.41,138.29,238.27,126.43,99,120.6,126.3,91.8,41.963253,23.923773,34.11297,62.08116,37.918835,65.333145,34.666847,28.750654,35.023525,36.678864,26.659697,1,0,Oski
