Unnamed: 0,shots,goals,saves,assists,score,mvp,bcpm,avg_amount,amount_collected,amount_stolen,amount_collected_big,amount_collected_small,amount_overfill,amount_used_while_supersonic,percent_zero_boost,percent_full_boost,percent_boost_0_25,percent_boost_25_50,percent_boost_50_75,percent_boost_75_100,count_powerslide,avg_powerslide_duration,avg_speed_percentage,percent_slow_speed,percent_boost_speed,percent_supersonic_speed,percent_ground,percent_low_air,percent_high_air,avg_distance_to_ball,avg_distance_to_ball_possession,avg_distance_to_ball_no_possession,avg_distance_to_mates,percent_defensive_third,percent_offensive_third,percent_neutral_third,percent_defensive_half,percent_offensive_half,percent_behind_ball,percent_infront_ball,percent_most_back,percent_most_forward,percent_closest_to_ball,percent_farthest_from_ball,inflicted,taken,player_name
2023-01-12.17.53 TKAY Private Loss,3,0,1,5,468,0,480.4768,55.09,2902,446,2322,580,503,377,10.508017,17.980629,31.604595,21.09519,20.22336,27.07686,90,0.08,64.86957,49.42999,37.33449,13.235519,60.379333,32.399475,7.221185,2945,2817,3139,3935,45.856556,19.952969,34.19048,61.61908,38.38092,78.63606,21.363937,39.40506,29.16747,31.402632,31.09909,1,0,M0nkey M00n
2023-01-12.18.45 fades Private Loss,4,2,3,1,659,1,435.0355,47.68,2543,408,1985,558,632,393,10.158812,19.5478,36.543713,17.248632,18.002731,28.204916,94,0.08,69.17391,43.1637,39.110077,17.726227,60.85142,37.10968,2.0389051,2706,2437,2934,3699,49.4876,20.769005,29.743397,66.315254,33.684746,72.97514,27.024857,33.815186,33.843697,35.69697,31.391668,2,1,M0nkey M00n
2023-01-12.17.45 TKAY Private Loss,4,2,3,1,659,1,437.6999,47.71,2555,420,1985,570,632,387,10.1758795,19.51519,36.513107,17.543907,17.779177,28.163815,95,0.08,69.21739,43.073006,39.26323,17.663765,60.79571,37.17615,2.0281312,2701,2420,2938,3700,49.406563,20.763563,29.829872,66.3139,33.6861,72.87,27.129995,33.862495,33.691185,35.261536,31.492691,2,1,M0nkey M00n
2023-01-12.18.38 fades Private Loss,6,1,1,1,378,0,481.38028,51.98,2818,683,2226,592,511,391,10.306343,18.730783,32.371777,17.012424,15.392194,35.223602,90,0.07,67.78261,44.39932,41.069904,14.530783,54.229908,37.84737,7.922724,2765,2504,3057,3928,39.52705,23.438877,37.03407,59.493908,40.506092,76.22916,23.770844,30.235737,31.716206,37.86585,28.926092,1,0,M0nkey M00n
2023-01-12.17.38 TKAY Private Loss,6,1,1,1,378,0,481.98404,51.98,2818,683,2226,592,511,391,10.26796,18.788485,32.35141,17.030664,15.386513,35.23142,89,0.07,67.608696,44.385597,41.04745,14.56695,54.27578,37.787884,7.936338,2766,2494,3071,3928,39.513737,23.443977,37.04229,59.506233,40.49377,76.32332,23.67668,30.50171,31.841507,37.91334,29.104904,1,0,M0nkey M00n
2023-01-11.21.58 Caleb Private Loss,7,4,3,1,840,1,448.27686,50.29,2634,504,1630,1004,517,350,6.0303507,11.649412,30.408054,21.460829,24.551144,23.579979,80,0.09,72.304344,37.78404,42.53521,19.680752,61.261936,34.394787,4.343277,2843,2697,2954,3817,42.492287,24.209255,33.29846,60.06009,39.939907,71.78077,28.219229,30.690683,37.242947,32.704582,28.903702,1,1,M0nkey M00n
2023-01-11.19.28 Cobbo Private Loss,7,4,3,1,840,1,447.90842,50.26,2634,515,1630,1004,517,366,6.019726,11.676681,30.38611,21.462925,24.536043,23.614923,81,0.09,72.347824,37.77468,42.507233,19.718082,61.22679,34.397194,4.376022,2838,2687,2953,3821,42.51682,24.29188,33.191307,60.02519,39.974808,71.7869,28.213099,30.807165,36.787212,32.422626,29.333408,1,1,M0nkey M00n
2023-01-11.19.20 Cobbo Private Loss,4,1,0,0,216,0,413.23892,50.12,2520,337,1679,841,368,369,8.699335,10.973244,31.286787,22.193422,19.60149,26.9183,69,0.08,67.26087,44.96231,42.8523,12.185389,59.043842,32.35179,8.604366,3072,2879,3099,3860,45.36279,17.482136,37.155083,65.900734,34.09927,72.46551,27.534492,38.94613,27.248625,32.71475,31.785507,2,0,M0nkey M00n
2023-01-11.21.50 Caleb Private Loss,4,1,0,0,216,0,415.5489,50.05,2530,337,1689,841,358,369,8.694224,11.032029,31.206078,22.672722,19.572388,26.548817,68,0.08,67.13043,45.08073,42.677258,12.24202,59.034977,32.375454,8.589566,3068,2850,3117,3858,45.330338,17.49262,37.17704,65.96478,34.035217,72.49406,27.505943,39.03641,27.374762,32.76759,31.754723,2,0,M0nkey M00n
2023-01-11.21.43 Caleb Private Loss,3,0,1,0,183,0,370.00476,49.67,1949,598,1126,823,303,196,10.365448,10.321152,32.970528,20.387556,20.68011,25.961811,69,0.09,66.695656,45.57943,40.87816,13.542419,58.383514,32.48338,9.133107,2975,3316,2781,4067,38.668293,13.731024,47.600674,59.698917,40.301083,74.03086,25.96914,34.10853,35.37415,38.15852,33.285873,0,1,M0nkey M00n
2023-01-11.19.13 Cobbo Private Loss,3,0,1,0,183,0,369.80582,49.67,1949,598,1126,823,303,196,10.419961,10.359876,32.92886,20.376598,20.66895,26.025587,67,0.09,66.521736,45.56506,40.909237,13.525708,58.469875,32.42896,9.101162,2985,3333,2781,4061,38.64904,13.732063,47.618904,59.748726,40.251278,73.94887,26.051132,33.71071,35.228638,38.01151,32.540638,0,1,M0nkey M00n
2023-01-11.21.35 Caleb Private Loss,6,4,1,1,765,1,438.20224,55.17,2522,914,1902,620,454,348,8.910576,17.641607,30.290924,14.565866,22.730854,32.412357,67,0.08,66.95652,46.857193,37.633488,15.509324,60.522892,33.838703,5.6384006,2629,2306,3030,3608,49.622353,23.939686,26.437958,62.87002,37.129974,75.80092,24.199081,31.043669,34.46079,39.18105,26.555079,1,1,M0nkey M00n
2023-01-11.19.05 Cobbo Private Loss,6,4,1,1,765,1,441.7231,55.63,2543,914,1902,641,454,347,8.960106,17.399107,30.165869,14.562834,23.387686,31.883608,68,0.09,66.91304,46.872494,37.654438,15.473064,60.39473,33.96633,5.6389422,2636,2313,3043,3614,49.626846,23.870861,26.502295,62.792305,37.207695,75.87484,24.125158,31.208384,33.929707,38.156445,26.576342,1,1,M0nkey M00n
2023-01-11.21.27 Caleb Private Win,4,1,2,1,444,0,454.2195,46.86,2597,560,1852,745,284,332,10.81475,17.143274,33.602413,19.19511,19.879501,27.322983,81,0.09,69.17391,41.230976,46.263702,12.505313,59.638985,32.41237,7.9486527,3055,2848,3239,3897,49.958908,16.931622,33.109467,66.89903,33.100964,68.70979,31.290203,30.666084,38.50751,30.19968,35.50503,1,2,M0nkey M00n
2023-01-11.18.57 Cobbo Private Win,4,1,2,1,444,0,453.9945,46.86,2597,560,1852,745,284,344,10.899714,17.091078,33.60323,19.210196,19.853264,27.333315,82,0.09,68.91304,41.219124,46.235554,12.5453205,59.68048,32.371185,7.9483333,3063,2849,3252,3897,49.919273,16.96077,33.119953,66.81396,33.18604,68.67494,31.325064,30.47608,40.26572,31.554106,35.429173,1,2,M0nkey M00n
2023-01-11.21.20 Caleb Private Win,4,1,1,1,401,0,378.3253,45.77,2503,428,1650,853,362,265,15.27358,11.023781,43.334084,16.822384,15.88061,23.962929,86,0.08,67.608696,45.46311,41.67029,12.866599,57.612213,35.459244,6.92854,3083,3006,3158,3755,49.340485,16.01923,34.640285,68.48094,31.51906,75.09301,24.906992,38.744457,27.534262,29.95264,35.64591,0,2,M0nkey M00n
2023-01-11.18.50 Cobbo Private Win,4,1,1,1,401,0,378.15378,45.95,2503,428,1650,853,362,265,15.243994,11.031374,43.34504,16.79994,15.915601,23.939415,86,0.08,67.565216,45.430843,41.79821,12.770938,57.582485,35.53861,6.878907,3080,2983,3185,3752,49.42795,15.966691,34.60536,68.53971,31.460295,74.960175,25.039827,38.550636,27.26998,29.787983,34.79881,0,2,M0nkey M00n
2023-01-11.21.12 Caleb Private Loss,3,1,0,0,238,0,375.11203,42.67,2093,406,1298,795,142,212,16.127008,8.145648,46.73812,19.382652,14.727103,19.15212,77,0.07,66.86957,43.952297,41.160164,14.887534,59.11703,35.81555,5.067421,2992,2981,2993,3709,52.81379,15.667137,31.51907,70.915016,29.084976,72.37318,27.626831,34.769104,35.665215,33.81325,35.665215,1,2,M0nkey M00n
2023-01-11.18.42 Cobbo Private Loss,3,1,0,0,238,0,374.3414,42.0,2096,406,1298,798,142,186,16.124422,8.188718,46.590668,19.665184,14.634,19.110142,79,0.07,67.04348,44.256393,41.185276,14.558329,59.085285,35.820168,5.094552,2991,2989,2983,3698,53.069683,15.683735,31.246582,70.7567,29.243301,72.616066,27.383934,34.17175,35.034973,33.60619,34.588478,1,2,M0nkey M00n
EU AE TL vs BDS G3 2022-11-11.19.48,3,1,3,0,489,0,325.9995,43.73,1783,365,1022,761,87,181,13.935275,3.6628473,37.530586,23.422253,17.730581,21.316576,33,0.12,63.260868,50.68581,41.023174,8.291018,57.341312,36.30235,6.3563404,2640,2429,2779,3251,50.373547,17.71727,31.909182,67.52758,32.47242,66.36024,33.63976,34.61726,28.126524,30.046318,35.65334,1,0,M0nkey M00n
EU AE TL vs BDS G2 2022-11-11.19.41,1,0,0,0,142,0,368.73892,47.46,2076,409,1170,906,142,249,10.032564,5.1243343,36.963573,22.797825,18.709099,21.529507,29,0.12,64.04348,51.342827,38.23827,10.418894,55.2559,37.041836,7.7022696,2545,2542,2607,3186,48.990734,16.438162,34.5711,67.237206,32.762794,70.64636,29.35364,33.984608,25.340439,33.74778,29.98816,1,0,M0nkey M00n
EU AE TL vs BDS G1 2022-11-11.19.33,1,0,0,0,174,0,352.71768,48.09,2135,297,1298,837,224,136,6.949722,5.983259,34.41391,31.460583,17.614597,16.510912,46,0.11,64.0,49.29108,37.855488,12.8534355,56.83805,38.252647,4.909299,2603,2441,2720,3261,51.68014,16.091137,32.228718,66.27691,33.72309,73.36975,26.63024,36.0152,30.067736,30.205408,36.703564,2,1,M0nkey M00n
EU AB BDS vs TUN G5 2022-11-11.19.13,2,0,3,1,395,0,388.4035,52.92,2119,490,1401,718,340,201,6.4764466,12.271644,26.566193,22.30885,24.543417,26.58154,42,0.12,64.521736,49.081707,38.041374,12.876916,56.49948,37.09183,6.408692,2650,2678,2604,3382,48.906086,20.315523,30.778389,66.655754,33.34425,81.33056,18.669445,37.758907,28.563574,34.64288,29.205109,0,2,M0nkey M00n
EU AB BDS vs TUN G10 2022-11-11.19.13,2,0,3,1,395,0,388.451,52.92,2119,490,1401,718,340,201,6.486404,12.1937065,26.622879,22.34738,24.47132,26.558424,42,0.13,64.391304,49.037888,38.097225,12.864887,56.547127,37.01597,6.436912,2634,2666,2580,3375,48.79662,20.299654,30.903728,66.634895,33.36511,81.33266,18.667343,37.03025,28.230982,34.28048,28.689278,0,2,M0nkey M00n
EU AB BDS vs TUN G4 2022-11-11.19.05,4,1,1,0,338,0,423.19888,54.25,2380,349,1671,709,448,254,11.658714,10.129509,28.905876,19.80411,19.90564,31.384377,38,0.13,67.26087,44.99971,39.281754,15.718536,59.090378,31.620865,9.288756,2814,2760,2849,3673,40.63074,23.345097,36.024155,58.05473,41.94527,63.235893,36.764107,35.533295,34.851673,30.613758,38.289425,2,0,M0nkey M00n
EU AB BDS vs TUN G9 2022-11-11.19.05,4,1,1,0,338,0,423.09857,54.14,2380,349,1671,709,448,254,11.682616,10.094516,28.963316,19.754635,19.856123,31.42593,38,0.13,67.17391,44.87228,39.46577,15.661946,59.20714,31.530241,9.26261,2833,2768,2879,3686,40.59143,23.4032,36.00537,58.044083,41.95592,63.23272,36.76728,35.258213,34.665638,30.428728,38.132202,2,0,M0nkey M00n
EU AB BDS vs TUN G3 2022-11-11.18.57,10,0,2,1,463,1,435.19217,54.92,2695,785,1850,845,381,282,10.003767,8.273227,30.430897,17.10177,20.590479,31.876858,34,0.11,70.0,39.712517,41.60645,18.68103,53.2622,36.975975,9.761823,2726,2658,2813,3386,34.875046,30.578598,34.546352,52.14306,47.856937,81.45723,18.542768,40.558727,29.577995,33.426636,33.45355,3,0,M0nkey M00n
EU AB BDS vs TUN G8 2022-11-11.18.57,10,0,2,1,463,1,435.40308,54.92,2695,785,1850,845,381,272,9.987075,8.285315,30.46349,17.082281,20.59396,31.86027,33,0.11,69.91304,39.644554,41.641006,18.714443,53.272614,36.9513,9.776085,2720,2665,2789,3375,34.87395,30.552221,34.57383,52.139988,47.860016,81.509995,18.490005,39.851364,28.892239,32.796597,32.715816,3,0,M0nkey M00n
EU AB BDS vs TUN G2 2022-11-11.18.49,2,0,2,2,382,0,421.563,49.66,2565,680,1766,799,150,245,7.672501,9.148931,27.174267,22.24233,23.906116,26.677292,49,0.13,67.21739,44.66888,45.33776,9.993365,57.08181,34.421616,8.496575,2486,2306,2724,3146,46.928917,15.474864,37.596222,65.817276,34.182728,78.733345,21.266659,37.52705,21.146627,32.62388,28.871174,0,1,M0nkey M00n
EU AB BDS vs TUN G7 2022-11-11.18.49,2,0,2,2,382,0,421.80823,49.81,2566,680,1766,800,150,254,7.6712327,9.153424,27.181635,22.222822,23.948683,26.64686,51,0.13,67.0,44.544514,45.49826,9.957228,57.062782,34.4146,8.522623,2489,2319,2716,3150,46.866447,15.43264,37.700912,65.83778,34.162216,78.72267,21.277328,37.013702,21.945206,33.36986,28.219177,0,1,M0nkey M00n
EU AB BDS vs TUN G1 2022-11-11.18.41,5,2,2,1,588,1,421.0932,46.14,2369,320,1656,713,162,283,15.2807,5.987261,33.26508,32.32375,9.814293,24.596876,45,0.13,68.565216,42.48585,41.418636,16.095514,53.84919,41.14434,5.006477,2796,2803,2786,3336,48.669502,19.958887,31.37161,65.91203,34.087963,79.59621,20.403795,36.587173,24.944454,33.50615,33.29877,0,0,M0nkey M00n
EU AB BDS vs TUN G6 2022-11-11.18.41,5,2,2,1,588,1,421.0932,46.14,2369,320,1656,713,162,283,15.339951,5.996149,33.21956,32.349174,9.813124,24.618141,45,0.14,68.391304,42.445255,41.47572,16.07903,53.945667,41.046165,5.0081735,2798,2799,2792,3339,48.638744,20.012964,31.34829,65.906654,34.09334,79.662926,20.337072,36.17242,24.23345,32.76552,32.70627,0,0,M0nkey M00n
EU T BDS vs WRSV G4 2022-11-11.18.09,4,0,2,0,306,0,395.7133,55.74,2117,467,1322,795,105,149,11.037727,6.579644,41.21599,13.821114,14.737227,30.22567,38,0.12,66.695656,46.57106,39.25318,14.175762,52.36162,42.088333,5.550043,2741,2368,3076,3541,45.2061,22.786448,32.007458,62.562763,37.43724,68.01263,31.987371,39.31587,25.63943,36.32512,35.265896,0,0,M0nkey M00n
EU T BDS vs WRSV G3 2022-11-11.18.02,2,1,1,2,362,0,428.71567,52.56,2335,571,1694,641,245,240,11.710884,9.28731,33.834095,18.639036,15.10896,32.417908,43,0.13,67.0,45.892914,38.92027,15.18682,57.18741,33.877613,8.934981,2604,2640,2543,3424,42.667175,25.209614,32.123207,59.629303,40.370697,76.6902,23.309797,39.077084,28.458643,32.956944,29.958076,0,1,M0nkey M00n
EU T BDS vs WRSV G2 2022-11-11.17.55,1,0,4,1,547,0,455.69846,46.97,2581,329,1859,722,154,244,16.431746,6.4238005,43.32904,16.580841,13.201475,26.888641,31,0.12,69.91304,39.750046,43.04381,17.206137,45.040997,45.60465,9.3543625,2584,2131,2877,3454,48.77875,21.256548,29.9647,62.818832,37.181168,70.62373,29.37626,41.93273,33.222496,37.577614,32.51626,0,2,M0nkey M00n
EU T BDS vs WRSV G1 2022-11-11.17.47,4,0,1,1,321,0,440.7054,52.91,2449,218,1799,650,306,241,7.3810806,8.880691,35.32853,23.960016,13.723356,26.988092,41,0.11,67.695656,44.446053,38.061905,17.492046,51.118053,41.525642,7.356302,2560,2477,2618,3333,52.743786,16.49744,30.758772,69.67514,30.324858,74.00057,25.99942,39.37976,28.402615,35.630733,32.751484,1,1,M0nkey M00n
EU BDS vs EG G5 2022-11-11.18.30,0,0,2,1,336,0,401.60617,52.86,2267,310,1387,880,220,285,7.9984646,6.4956155,32.10013,20.300148,19.718351,27.881374,42,0.12,62.130436,53.41211,34.092533,12.495362,59.625538,33.15067,7.223792,2439,2364,2533,3249,47.835148,19.559322,32.605534,68.71307,31.286926,78.33719,21.662813,40.24329,23.590895,36.168766,29.053116,0,2,M0nkey M00n
EU BDS vs EG G4 2022-11-11.18.22,3,1,3,0,568,0,454.6908,53.37,2702,568,2062,640,249,357,8.377507,10.309915,29.204473,25.941343,13.934904,30.919283,38,0.13,66.695656,46.67686,40.062786,13.26035,53.559258,36.083607,10.357133,2829,2426,3217,3550,48.06805,20.137922,31.794033,66.003914,33.996082,72.49651,27.503489,37.75067,31.94503,31.832844,37.358017,1,0,M0nkey M00n
EU BDS vs EG G3 2022-11-11.18.15,3,0,2,1,481,0,403.1191,54.76,3636,702,2330,1306,325,310,12.241768,7.2046275,30.656569,18.478743,21.744926,29.119759,64,0.12,64.17391,49.139874,38.869286,11.990834,57.613834,34.23771,8.1484585,2621,2609,2648,3161,46.204063,24.62677,29.169167,62.544777,37.45522,77.51128,22.488726,38.101925,25.980267,33.02044,31.634577,0,1,M0nkey M00n
EU BDS vs EG G2 2022-11-11.18.04,4,1,3,0,516,0,394.77124,51.47,2265,539,1460,805,140,299,8.493827,3.848947,30.15222,24.26567,23.326199,22.255917,36,0.14,67.08696,43.022743,43.702168,13.275098,55.565727,37.60677,6.8275104,2640,2554,2726,3386,39.90571,18.713257,41.38103,58.605103,41.394897,76.93567,23.064339,41.423386,24.691359,33.841686,34.33551,0,1,M0nkey M00n
EU BDS vs EG G1 2022-11-11.17.56,1,1,1,0,264,0,396.9323,55.07,2053,315,1393,660,154,258,9.50601,13.617763,25.992617,16.419456,15.457607,42.130318,37,0.11,64.73913,48.99896,36.021763,14.979284,56.540573,35.489277,7.970143,2543,2388,2701,3295,44.620155,21.91157,33.468277,59.415524,40.58448,76.35766,23.642345,39.57078,27.293528,31.192602,35.542812,0,0,M0nkey M00n
EU BDS vs EG G0 2022-11-11.17.49,1,0,1,0,233,0,401.63174,49.81,722,86,433,289,76,67,5.7296495,8.909698,28.11959,24.610651,18.650259,28.619495,6,0.13,66.521736,43.553272,37.221256,19.225475,47.141415,49.435623,3.4229605,2803,1567,3553,3735,72.967514,8.735549,18.296936,86.54675,13.453244,62.64452,37.35548,64.43538,72.68681,70.368996,66.47505,0,0,M0nkey M00n
EU E BDS vs MON G4 2022-11-11.16.31,5,1,2,1,494,1,429.5637,54.6,2381,434,1634,747,207,268,10.933037,6.164116,35.410713,17.741072,21.389883,25.458334,46,0.13,65.78261,49.391857,36.08485,14.523287,58.868458,35.730343,5.4011993,2539,2266,2752,3296,49.61091,25.207518,25.181578,61.877445,38.122547,75.00865,24.991354,39.69089,29.587755,31.54223,37.0749,1,1,M0nkey M00n
EU E BDS vs MON G3 2022-11-11.16.23,5,2,3,1,645,0,415.81625,42.17,2438,283,1735,703,88,382,12.001478,7.208846,38.75141,23.214956,19.209286,18.824347,31,0.11,65.78261,49.416607,35.35058,15.232821,55.273273,37.07288,7.653843,2681,2705,2638,3226,49.532204,19.752123,30.715666,66.83604,33.163963,79.47684,20.523159,35.95895,27.175303,33.201626,33.684868,1,2,M0nkey M00n
EU E BDS vs MON G2 2022-11-11.16.15,6,2,3,1,697,1,408.81485,49.92,2356,643,1513,843,112,351,10.518249,6.0298457,36.313362,23.92281,18.194124,21.5697,45,0.12,65.82609,46.106617,39.531067,14.362307,54.974026,34.027836,10.998138,2716,2632,2778,3635,46.57055,21.28233,32.14712,63.502514,36.497486,79.98444,20.015556,39.244606,30.134768,34.819828,35.60067,0,0,M0nkey M00n
EU E BDS vs MON G1 2022-11-11.16.07,1,0,2,0,260,0,441.23984,53.87,2458,417,1749,709,293,357,7.7818336,7.2223554,31.777504,22.424986,18.547113,27.250395,46,0.12,64.13043,49.354565,36.325302,14.320139,58.776287,34.350708,6.87301,2529,2495,2560,3306,54.740253,14.428731,30.831013,71.110985,28.889017,79.317856,20.682137,42.33485,22.13978,37.09909,29.589518,1,1,M0nkey M00n
EU E BDS vs MON G0 2022-11-11.15.59,2,2,4,0,704,1,427.4497,47.0,1987,189,1411,576,215,299,5.675666,8.189021,37.80425,24.15548,14.161382,23.878891,33,0.13,69.608696,43.230167,35.4385,21.331339,55.664646,40.87807,3.4572802,3408,3571,3492,4257,63.017895,15.841516,21.140589,74.12437,25.875635,73.65782,26.342178,54.318596,32.770428,44.530495,41.554623,1,1,M0nkey M00n
EU C QUAD v BDS G1 2022-10-15.17.21,4,0,0,0,182,0,370.0973,46.92,1991,284,1166,825,268,273,6.193073,5.0560756,36.913216,29.886036,17.028126,16.172617,30,0.13,65.304344,47.414135,39.139973,13.44589,60.220036,34.004814,5.7751503,2585,2455,2727,3214,51.71426,16.81041,31.47533,69.93051,30.06948,76.787346,23.212652,43.466137,25.590185,34.45071,31.693413,0,2,M0nkey M00n
BDS vs WES G0 2022-05-06.16.13,2,2,2,2,613,1,436.87665,47.89,2431,338,1531,900,190,370,12.72052,6.5324826,39.6659,22.29783,16.471481,21.564789,30,0.11,70.434784,39.316013,45.151012,15.532968,55.363144,37.0468,7.5900617,2902,2980,2810,3668,39.816986,21.637274,38.54574,61.10966,38.890335,82.147514,17.85249,42.172104,26.207806,29.29284,39.356632,2,2,M0nkey M00n
LG vs BDS G1 2022-05-06.17.06,5,1,2,2,462,0,370.7547,47.01,2096,356,1260,836,161,299,10.583727,5.872641,36.369957,30.705263,11.340983,21.583797,36,0.13,68.26087,44.73089,39.60043,15.668685,61.62771,35.372684,2.9996037,3033,3029,3039,3572,52.10255,20.354858,27.54259,67.46278,32.537212,78.72828,21.271719,39.445755,25.530659,29.038914,37.0283,0,2,M0nkey M00n
BDS vs VIT G1 2022-05-07.19.07,9,3,0,1,645,1,435.18103,50.34,2596,1056,1587,1009,257,588,10.756594,10.267657,32.716557,25.967651,18.898026,22.417763,31,0.14,68.13043,43.90154,39.949978,16.14848,59.91734,34.819923,5.2627425,2420,2391,2465,3527,37.872845,28.103199,34.02396,54.921684,45.078323,81.197845,18.80216,35.650425,29.308224,37.578228,31.096333,0,1,M0nkey M00n
BDS vs VIT G2 2022-05-07.19.13,0,0,1,0,206,0,482.65308,48.79,2576,1020,996,1580,230,342,9.0185175,7.1073914,38.13541,21.775011,15.163972,24.925606,44,0.13,65.82609,43.43054,45.944874,10.624599,55.82914,35.45934,8.711516,2400,2284,2483,3436,39.864468,18.826847,41.30868,57.782413,42.217587,78.61217,21.387833,35.661865,25.29432,35.380817,31.695967,0,0,M0nkey M00n
BDS vs VIT G3 2022-05-07.19.21,2,0,2,0,244,0,436.20865,55.96,2354,652,1404,950,217,365,11.769974,7.5975165,33.61742,12.9615135,24.980425,28.440643,35,0.13,65.95652,43.477867,41.52033,15.001804,56.09646,35.84809,8.055447,2607,2496,2712,3325,41.2076,30.37046,28.42194,53.1888,46.811195,80.31993,19.680065,40.705395,32.98434,29.957687,41.076004,2,1,M0nkey M00n
BDS vs VIT G4 2022-05-07.19.28,2,1,2,0,405,0,373.33817,51.08,2064,390,1394,670,105,123,13.201291,9.155588,35.175297,19.60316,20.734,24.487543,28,0.11,64.04348,49.305885,37.915283,12.778832,53.334126,39.235287,7.4305887,2623,2610,2665,3269,51.392635,15.22558,33.381783,67.58424,32.415756,80.65138,19.34862,36.598236,30.56887,31.171808,32.49827,0,2,M0nkey M00n
BDS vs VIT G5 2022-05-07.19.37,6,2,3,1,647,1,426.89362,48.44,2508,581,1708,800,329,321,10.221276,10.419858,38.0312,22.262917,13.822412,25.883472,33,0.13,67.17391,46.64663,35.4231,17.930277,52.999115,40.85774,6.1431527,2402,2346,2489,3414,48.61521,20.221674,31.163116,62.9408,37.059204,72.604065,27.395937,30.524822,41.44681,35.80142,32.425533,0,2,M0nkey M00n
EU C QUAD v BDS G7 2022-10-15.18.12,5,0,6,0,812,0,405.75922,58.16,3673,888,2217,1456,640,630,5.8033986,9.861359,25.767109,21.36771,24.285793,28.579384,83,0.12,67.0,45.891518,39.795128,14.313349,62.856033,30.292198,6.8517623,2704,2557,2854,3384,45.965214,22.171043,31.863737,61.673233,38.32676,78.842255,21.157742,34.41165,26.015871,34.061825,31.63147,0,2,M0nkey M00n
EU C QUAD v BDS G6 2022-10-15.18.01,2,0,2,0,326,0,393.4396,45.94,2135,440,1347,788,63,270,16.308855,4.880371,50.082806,13.34417,16.263878,20.309145,43,0.11,63.869564,51.555676,36.91737,11.526955,55.709793,37.454,6.8361998,2575,2497,2651,3354,52.990276,18.456245,28.553478,67.20517,32.79483,77.07105,22.928946,34.429806,30.7749,35.443348,29.730642,0,1,M0nkey M00n
EU C QUAD v BDS G5 2022-10-15.17.52,3,0,1,0,376,0,430.1161,56.77,3421,1041,2158,1263,690,399,7.3970075,10.556975,20.576756,21.896908,21.208498,36.31785,71,0.12,66.347824,44.958027,38.67561,16.366364,57.791573,33.647175,8.561252,2615,2438,2814,3294,42.476254,18.090734,39.433014,61.72433,38.27567,75.87227,24.127731,28.87557,32.62646,37.76036,30.405266,1,1,M0nkey M00n
EU C QUAD v BDS G4 2022-10-15.17.43,4,0,2,0,291,0,438.79935,59.48,2283,599,1569,714,404,278,4.135567,7.7970333,15.017775,23.562757,22.003008,39.416454,52,0.12,67.04348,43.248474,39.7759,16.975622,63.092403,30.793892,6.1137033,2813,2685,2957,3471,48.604984,21.767975,29.627045,64.49657,35.503426,66.32173,33.67826,33.219078,27.709259,28.990612,31.425184,0,1,M0nkey M00n
EU C QUAD v BDS G3 2022-10-15.17.36,4,2,3,0,493,1,436.9876,62.92,2381,387,1672,709,656,280,3.3372078,8.053958,17.627354,18.901657,23.33824,40.13275,45,0.11,65.565216,47.582382,38.813274,13.604346,62.668255,31.610207,5.721534,2761,2588,2930,3308,45.185654,17.594915,37.21944,63.83525,36.164753,76.21549,23.784512,32.33207,31.445,28.75321,34.045025,0,2,M0nkey M00n
EU C QUAD v BDS G2 2022-10-15.17.28,1,0,3,0,385,0,441.72092,56.17,2589,476,1845,744,390,375,10.492792,9.784741,34.44969,17.673182,17.42992,30.447205,54,0.12,64.652176,48.65086,37.572956,13.776187,60.270107,33.535397,6.1944904,2669,2463,2778,3603,42.49866,21.529875,35.97147,62.35092,37.649082,70.736176,29.26382,31.734295,36.284016,34.066025,35.60156,3,1,M0nkey M00n
EU C QUAD vs BDS G0 2022-10-15.11.13,8,6,4,1,1447,1,416.7065,50.69,3778,1170,2831,947,1410,438,14.252363,14.945404,33.921783,24.25254,10.647413,31.178267,29,0.14,70.91304,41.11936,40.403084,18.477556,43.6597,44.516426,11.82388,2373,2257,2444,4290,51.208717,26.634012,22.157263,61.487946,38.512054,66.28278,33.717216,65.186226,61.969193,66.417885,58.458035,1,1,M0nkey M00n
EU C QUAD v BDS G0 2022-10-15.17.13,8,6,4,1,1447,1,390.23337,47.27,1806,477,1441,365,364,214,10.123163,8.779891,33.03497,33.9231,10.403316,22.638618,10,0.13,72.08696,45.90442,34.380924,19.714657,45.49536,42.146397,12.358243,2029,1819,2094,4411,56.13755,23.765339,20.09711,66.46601,33.53399,72.579735,27.420267,79.62403,76.31086,83.225296,72.13339,1,0,M0nkey M00n
EU Q KC vs BDS G5 2022-10-14.18.43,1,1,4,1,613,1,361.51846,46.18,2038,471,1146,892,68,421,11.985573,6.5840826,37.990555,20.65298,21.410536,19.945932,37,0.11,65.08696,47.69138,37.811275,14.497349,59.44372,34.368065,6.1882114,2829,2696,2993,3373,48.93789,16.79781,34.264305,66.05661,33.943394,79.608604,20.3914,33.969963,32.72824,33.64475,31.575214,1,1,M0nkey M00n
