Unnamed: 0,shots,goals,saves,assists,score,mvp,bcpm,avg_amount,amount_collected,amount_stolen,amount_collected_big,amount_collected_small,amount_overfill,amount_used_while_supersonic,percent_zero_boost,percent_full_boost,percent_boost_0_25,percent_boost_25_50,percent_boost_50_75,percent_boost_75_100,count_powerslide,avg_powerslide_duration,avg_speed_percentage,percent_slow_speed,percent_boost_speed,percent_supersonic_speed,percent_ground,percent_low_air,percent_high_air,avg_distance_to_ball,avg_distance_to_ball_possession,avg_distance_to_ball_no_possession,avg_distance_to_mates,percent_defensive_third,percent_offensive_third,percent_neutral_third,percent_defensive_half,percent_offensive_half,percent_behind_ball,percent_infront_ball,percent_most_back,percent_most_forward,percent_closest_to_ball,percent_farthest_from_ball,inflicted,taken,player_name
EU I OXG vs KC G4 2022-11-11.17.22,5,0,1,1,303,0,412.3909,55.16,2221,607,1601,620,516,174,11.3480215,17.828186,20.849974,24.727903,20.935337,33.486782,59,0.12,66.304344,46.895226,36.50649,16.59828,52.838905,38.3769,8.784195,3056,3033,3108,3696,37.621956,22.582901,39.79514,57.416412,42.58359,70.29573,29.704264,31.658104,41.127678,28.872932,44.531776,2,0,Vati
EU I KC vs OXG G3 2022-11-11.17.15,2,0,2,1,276,0,485.99152,52.22,2813,762,2094,719,550,320,10.54738,11.707794,29.9899,15.564172,20.972454,33.47348,61,0.11,71.17391,39.585186,36.61299,23.801817,46.772934,46.16609,7.0609813,2565,2305,2737,3502,52.328938,16.619469,31.051596,68.789276,31.210722,63.493176,36.506824,26.951538,36.16574,36.597656,30.925163,0,0,Vati
EU I OXG vs KC G3 2022-11-11.17.15,2,0,2,1,276,0,485.47324,52.38,2810,762,2094,716,550,325,10.50131,11.690517,29.964499,15.6335335,20.953032,33.448933,60,0.11,71.608696,39.56314,36.633633,23.803225,46.920647,46.029648,7.049707,2543,2270,2728,3500,52.336853,16.596916,31.06623,68.74747,31.252531,63.226955,36.773045,26.692389,35.532265,36.136944,30.752396,0,0,Vati
EU I KC vs OXG G2 2022-11-11.17.06,2,1,5,1,812,1,454.92896,48.6,3325,1089,2427,898,601,470,14.815406,11.659408,41.75969,17.516005,15.343549,25.380758,77,0.11,67.82609,42.985962,39.51448,17.499556,48.977192,41.223377,9.799437,2817,2757,2781,3461,48.118782,23.272034,28.609186,63.96145,36.038555,76.47255,23.527452,35.550587,35.048912,32.950996,40.202496,0,2,Vati
EU I OXG vs KC G2 2022-11-11.17.06,2,1,5,1,812,1,454.8771,48.6,3325,1089,2427,898,601,470,14.820558,11.655799,41.75065,17.522652,15.375369,25.351332,75,0.11,68.13043,42.948586,39.530125,17.52128,48.912003,41.321598,9.766397,2800,2744,2764,3458,48.068462,23.25628,28.67526,63.937233,36.062767,76.410835,23.589163,35.295727,34.86251,32.582424,39.764698,0,2,Vati
EU I KC vs OXG G1 2022-11-11.16.56,2,0,2,1,286,0,397.24292,46.65,2142,304,1440,702,178,185,14.307793,12.573795,37.11802,19.474855,16.373917,27.033205,54,0.11,66.17391,46.510166,34.313667,19.17616,49.62119,39.82282,10.555986,2823,2829,2829,3459,57.409172,16.327625,26.263199,72.49299,27.50701,72.72945,27.27056,38.512657,37.12175,28.559948,39.71811,0,0,Vati
EU I OXG vs KC G1 2022-11-11.16.56,2,0,2,1,286,0,397.24164,46.45,2141,304,1440,701,178,185,14.305152,12.545611,37.084736,19.52335,16.372772,27.019138,54,0.11,66.478264,46.470253,34.288532,19.241219,49.68508,39.700306,10.614609,2831,2842,2831,3458,57.308735,16.36966,26.321602,72.53216,27.467836,72.75007,27.249931,38.06667,36.736965,27.923805,39.272682,0,0,Vati
EU A KC vs WRSV G5 2022-11-11.16.38,5,0,1,1,295,0,504.74326,53.23,2749,781,2203,546,651,334,12.687435,13.810514,30.527637,18.060541,17.988752,33.423065,55,0.11,74.652176,31.679165,45.45965,22.861193,49.666412,39.537697,10.795891,2988,2935,3090,3858,35.21389,28.57143,36.214687,53.01116,46.988842,70.542915,29.457092,36.018116,43.1789,37.24218,44.525368,1,0,Vati
EU A KC vs WRSV G4 2022-11-11.16.31,7,1,2,0,465,0,427.0831,61.58,2972,1197,2120,852,674,487,6.461811,17.589155,24.587917,13.427478,21.418787,40.56581,79,0.12,70.695656,37.849533,42.70972,19.440739,55.670994,35.79268,8.536328,2657,2464,2869,3663,36.73336,29.22195,34.044697,53.59433,46.405674,73.19995,26.800047,28.285393,41.026993,36.548275,32.907814,1,1,Vati
EU A KC vs WRSV G3 2022-11-11.16.22,5,2,1,2,582,1,450.34686,48.41,2467,442,1723,744,410,449,11.856517,16.961786,30.339806,20.601469,19.674994,29.383732,50,0.11,72.304344,36.941006,42.62491,20.434086,51.197346,40.511566,8.291092,2847,2623,3123,3552,47.803413,22.07656,30.120026,64.11071,35.889294,74.11799,25.88201,32.49361,38.608982,35.079712,35.71863,1,0,Vati
EU A KC vs WRSV G2 2022-11-11.16.15,4,1,5,3,855,1,449.1638,54.09,2538,734,1877,661,174,260,14.65947,18.139988,30.196478,15.119908,16.590582,38.09304,61,0.12,67.565216,43.195972,43.139366,13.664667,53.44579,38.604137,7.950075,2954,2953,2979,3720,44.71584,27.012339,28.27182,59.540924,40.459072,77.453865,22.546135,36.869892,33.831814,34.59871,40.055454,0,2,Vati
EU A KC vs WRSV G1 2022-11-11.16.07,3,0,4,1,453,0,458.80942,52.54,2483,606,1643,840,303,319,10.3015,15.82951,26.540022,23.530678,16.156399,33.7729,51,0.11,70.78261,38.425423,42.317947,19.256634,48.924633,43.24791,7.827457,2900,2768,3034,3705,37.504543,26.460075,36.03538,56.811367,43.18864,66.269844,33.73016,31.75141,45.425148,34.399925,43.26938,0,2,Vati
EU G KC vs QUAD G6 2022-10-30.19.06,1,1,4,1,563,0,378.89017,48.87,2301,112,1631,670,317,261,13.159339,8.290795,43.371502,25.165508,11.184068,20.278923,56,0.1,63.782608,50.77381,34.449463,14.7767315,51.967846,44.237392,3.7947593,2847,3097,2548,3444,63.571354,8.625639,27.803007,79.83924,20.160763,82.398994,17.601002,41.13837,26.455898,34.936054,27.882978,0,2,Vati
EU G KC vs QUAD G5 2022-10-30.18.55,3,2,0,0,372,1,412.3828,53.52,2178,464,1539,639,315,284,7.349553,12.988733,26.699963,23.610579,22.525291,27.164171,44,0.11,67.78261,42.834118,39.771885,17.394,55.47669,38.53521,5.988098,2913,2941,2879,3676,48.506073,23.530869,27.963053,62.394615,37.605377,73.57117,26.428839,37.48935,35.28038,29.568619,37.36312,3,1,Vati
EU G KC vs QUAD G4 2022-10-30.18.49,2,1,0,0,268,0,458.30243,48.96,2473,658,1780,693,357,316,11.091549,16.240425,34.681236,20.380402,11.085171,33.853195,60,0.11,68.95652,40.45175,40.4732,19.075058,48.191734,46.328304,5.479955,2971,2827,3128,3506,46.46174,22.201109,31.337152,62.804955,37.195045,73.240776,26.759226,37.620457,35.983444,32.060783,41.604893,0,3,Vati
EU G KC vs QUAD G3 2022-10-30.18.40,3,0,0,0,154,0,445.2602,51.88,2527,551,1975,552,248,312,11.021379,10.345942,33.453953,18.247093,18.637451,29.661497,57,0.11,71.347824,41.468323,36.70815,21.82352,53.19815,39.465805,7.3360367,2799,2628,2934,3840,43.828835,22.642986,33.528175,62.710114,37.28989,68.13313,31.866873,36.238693,37.1197,34.740986,34.62352,0,1,Vati
EU G KC vs QUAD G2 2022-10-30.18.30,2,1,2,1,436,1,443.8733,53.05,2389,506,1856,533,298,354,5.5399003,15.777413,28.626722,18.49933,15.372425,37.501526,59,0.1,67.26087,46.159187,34.49493,19.345886,53.388245,41.923122,4.6886315,2981,2694,3222,3697,45.769974,18.648926,35.5811,65.80075,34.199253,76.75295,23.247044,36.137863,34.125042,32.328987,35.921097,0,1,Vati
EU G KC vs QUAD G1 2022-10-30.18.23,5,1,3,1,650,1,396.93466,46.17,2633,671,1817,816,240,390,15.587939,15.185929,37.240673,19.182163,17.880829,25.69634,69,0.1,72.82609,35.44046,43.796223,20.763317,49.964844,43.77683,6.2583356,2839,2686,2984,3552,41.959263,25.7129,32.32784,58.41275,41.587257,68.2258,31.774204,36.73367,35.150753,33.46734,39.447235,0,1,Vati
EU G KC vs QUAD G0 2022-10-30.18.13,1,0,0,1,80,0,582.5545,55.57,561,338,471,90,46,25,10.366909,13.118727,39.067856,7.625085,6.1514735,47.155586,8,0.13,80.91304,26.376526,36.036926,37.586548,36.29471,56.106804,7.5984836,2150,1978,1471,3797,29.129574,45.532475,25.33795,38.94841,61.051594,71.600464,28.39954,32.19107,45.34441,57.45933,30.287298,0,0,Vati
EU F KC vs MST G5 2022-10-30.16.44,4,2,2,0,471,1,424.70712,61.07,2308,174,1404,904,276,378,11.0286455,10.774091,21.760834,17.460985,20.082989,40.69519,61,0.11,67.04348,45.871346,38.14714,15.98152,56.95711,36.044308,6.998578,3028,2917,3151,3614,43.817562,18.753147,37.42929,63.79576,36.204243,76.52529,23.474707,33.981476,31.282587,29.871803,37.99914,1,0,Vati
EU F KC vs MST G6 2022-10-30.16.44,4,2,2,0,471,1,425.00842,60.93,2309,174,1404,905,267,358,11.019418,10.755591,21.777445,17.464663,20.084211,40.673687,63,0.11,67.17391,45.892464,38.068436,16.039106,56.88639,36.095394,7.01822,3021,2914,3140,3617,43.77129,18.758701,37.47,63.723896,36.276108,76.444275,23.555727,33.469337,30.80038,29.08243,37.67218,1,0,Vati
EU F KC vs MST G4 2022-10-30.16.36,1,1,2,1,404,0,337.74103,50.45,1839,208,1074,765,278,260,14.358738,10.195899,40.076664,15.578608,15.898028,28.446703,50,0.13,64.86957,47.22435,39.665974,13.109665,54.252266,39.013863,6.733867,2682,2756,2604,3361,58.01827,11.679327,30.302402,76.65317,23.346834,76.16247,23.837538,35.50658,31.221302,36.669727,32.506886,0,1,Vati
EU F KC vs MST G5 2022-10-30.16.36,1,1,2,1,404,0,337.75137,50.45,1839,208,1074,765,278,260,14.310203,10.25437,40.080936,15.587539,15.89789,28.433641,50,0.13,64.78261,47.185497,39.645638,13.168871,54.35561,38.891357,6.75304,2680,2762,2594,3366,57.973198,11.719466,30.307333,76.64684,23.35315,76.13808,23.861921,35.232178,30.579449,36.08926,31.956902,0,1,Vati
EU F KC vs MST G3 2022-10-30.16.29,5,0,2,1,377,0,473.34177,51.6,2619,488,1669,950,328,233,13.079101,16.582323,33.616467,20.023167,18.811441,27.54893,53,0.12,65.78261,47.07519,34.245113,18.679691,54.117825,38.981644,6.900533,3051,2963,3158,3766,44.518784,24.953373,30.527842,62.876343,37.123657,80.80225,19.197748,36.929935,33.255013,33.164646,39.91204,1,2,Vati
EU F KC vs MST G4 2022-10-30.16.29,5,0,2,1,377,0,473.5843,51.6,2619,488,1669,950,328,236,13.1279955,16.617945,33.594822,20.054081,18.806087,27.54502,53,0.11,65.82609,47.07521,34.338886,18.585907,54.067272,39.036896,6.895837,3040,2962,3137,3755,44.430286,24.97259,30.597128,62.93673,37.063267,80.78826,19.211735,36.22555,32.63916,32.759712,39.20919,1,2,Vati
EU F KC vs MST G2 2022-10-30.16.20,6,2,2,0,633,1,385.55948,50.69,3932,391,2666,1266,768,343,13.221331,14.34735,34.532986,17.575115,14.699544,33.19236,102,0.12,64.91304,48.011482,37.065437,14.923074,49.092773,43.61895,7.2882743,2957,2720,3165,3546,51.03717,17.783518,31.17931,69.76931,30.230694,70.71696,29.283047,35.62732,34.14012,31.819445,38.013367,1,2,Vati
EU F KC vs MST G3 2022-10-30.16.20,6,2,2,0,633,1,384.0471,50.6,3916,391,2666,1250,719,306,13.24616,14.357634,34.489517,17.613823,14.499641,33.397022,103,0.12,65.08696,48.071953,37.06051,14.867531,49.05564,43.633358,7.311007,2964,2729,3167,3546,50.992504,17.836226,31.17127,69.75673,30.243269,70.72067,29.279331,34.88068,33.556717,31.039557,37.054592,1,2,Vati
EU F KC vs MST G1 2022-10-30.16.07,3,0,2,0,364,0,414.41016,54.68,2640,533,1759,881,584,472,13.444784,10.692514,33.145935,16.9914,21.622383,28.240276,82,0.11,68.608696,42.892216,38.09999,19.007801,57.832558,38.111797,4.0556436,2719,2355,3062,3476,50.051144,17.938423,32.010433,67.101395,32.898605,73.40493,26.595066,34.612667,33.330715,33.01677,36.26089,0,1,Vati
EU F KC vs MST G2 2022-10-30.16.07,3,0,2,0,364,0,414.50775,54.79,2640,533,1759,881,584,419,13.432249,10.836342,33.09915,16.95854,21.627651,28.314661,83,0.11,68.478264,42.989483,37.98398,19.026537,57.956287,38.01566,4.028048,2723,2377,3056,3477,50.048622,17.980345,31.97103,67.18189,32.8181,73.359604,26.640392,34.3068,32.684357,32.213326,35.955406,0,1,Vati
EU C KC vs BDS G6 2022-10-29.11.43,4,1,2,0,491,1,401.08676,47.07,2362,172,1768,594,358,199,18.240221,13.38371,35.109016,25.345585,13.486177,26.059229,51,0.11,67.478264,41.452095,43.062428,15.4854765,42.557594,46.3431,11.099307,2399,2095,2715,3342,47.784393,23.190472,29.025133,60.65198,39.348022,71.78763,28.21237,34.980473,33.4805,40.49924,34.272938,0,0,Vati
EU C BDS vs KC G6 2022-10-29.17.43,4,1,2,0,491,1,400.85986,47.07,2362,172,1768,594,358,199,18.283646,13.418566,35.104324,25.329254,13.484598,26.08183,52,0.1,67.565216,41.55398,42.90065,15.545374,42.614063,46.226704,11.159229,2399,2087,2728,3342,47.753685,23.223066,29.023245,60.600136,39.399868,71.73749,28.26251,34.988968,33.51813,40.476326,34.19698,0,0,Vati
EU C KC vs BDS G5 2022-10-29.11.34,0,0,3,0,370,0,399.44946,49.79,2225,493,1418,807,491,298,7.3486733,13.0038,30.22261,29.890879,20.270626,19.61589,71,0.1,65.78261,46.803528,36.932194,16.264277,55.60953,37.436386,6.954083,2849,2771,2926,3351,53.42066,16.48161,30.097733,71.24971,28.75029,70.61069,29.389313,39.825264,27.796894,30.579576,35.27722,1,0,Vati
EU C BDS vs KC G5 2022-10-29.17.34,0,0,3,0,370,0,399.27026,49.79,2225,493,1418,807,491,298,7.3603306,12.953105,30.261436,29.84849,20.24893,19.641144,69,0.11,65.78261,46.857838,36.858994,16.28317,55.661552,37.360165,6.9782906,2843,2753,2930,3348,53.480373,16.49419,30.025438,71.257195,28.74281,70.61256,29.38745,40.01675,27.754517,30.595766,35.2614,1,0,Vati
EU C KC vs BDS G4 2022-10-29.11.27,2,1,3,0,444,0,374.52277,50.19,2011,361,1365,646,371,313,7.1949587,10.984883,26.129925,32.569557,14.270427,27.030088,74,0.11,66.304344,46.919346,35.649548,17.431108,59.458633,37.65144,2.8899264,2774,2654,2913,3492,52.546616,17.595898,29.857487,68.01245,31.987549,75.96509,24.03491,37.58885,35.6644,31.039513,35.6644,2,2,Vati
EU C KC vs BDS G3 2022-10-29.11.18,2,1,1,0,236,0,429.98273,55.49,2285,664,1669,616,380,227,8.910146,12.824212,22.836943,27.94141,15.497289,33.724358,57,0.11,66.91304,45.104626,38.220936,16.674438,56.566757,37.671787,5.761458,3079,2928,3241,3780,53.219536,19.482014,27.298449,67.816055,32.183945,80.72319,19.276808,38.88976,35.9103,31.268621,38.231144,0,2,Vati
EU C BDS vs KC G3 2022-10-29.17.18,2,1,1,0,236,0,429.71323,55.49,2285,664,1669,616,380,218,8.948441,12.7911,22.860765,27.92967,15.526691,33.682877,59,0.11,67.21739,45.170914,38.206963,16.622126,56.61726,37.637115,5.7456264,3097,2954,3250,3780,53.220844,19.433828,27.345327,67.79056,32.20945,80.776886,19.22312,38.61464,36.107193,31.34305,38.144493,0,2,Vati
EU C KC vs BDS G2 2022-10-29.11.11,2,1,3,0,517,1,413.00797,54.67,2612,192,2118,494,640,382,8.646499,18.436726,29.583797,14.414147,18.60056,37.4015,65,0.12,69.695656,39.807648,41.629524,18.562826,57.29664,35.95538,6.747987,3057,2803,3269,3781,44.379288,20.337791,35.28293,62.71536,37.28465,73.65965,26.340345,36.393826,30.25352,26.590418,38.317608,1,2,Vati
EU C BDS vs KC G2 2022-10-29.17.11,2,1,3,0,517,1,412.75778,54.67,2612,192,2118,494,640,382,8.630725,18.409756,29.58844,14.411343,18.59729,37.402927,66,0.11,69.78261,39.671745,41.77413,18.554123,57.250412,35.988953,6.760629,3053,2786,3282,3782,44.381924,20.354305,35.26378,62.696365,37.303635,73.71369,26.28631,36.477127,30.814611,27.022043,38.294395,1,2,Vati
EU C KC vs BDS G1 2022-10-29.11.03,3,0,3,0,399,0,437.8822,53.42,2375,497,1897,478,530,301,14.387119,18.80896,31.850912,17.470716,22.962574,27.715796,56,0.12,68.347824,43.42046,36.38314,20.196404,50.26137,40.610363,9.128267,2788,2355,3239,3598,47.64322,21.661228,30.695553,62.109077,37.89092,73.45218,26.547815,34.32382,34.016533,36.136803,37.02793,0,2,Vati
EU C BDS vs KC G1 2022-10-29.17.03,3,0,3,0,399,0,437.68045,53.42,2375,497,1897,478,530,301,14.374348,18.781866,31.86338,17.435612,22.984991,27.716015,58,0.11,68.434784,43.294266,36.528122,20.177612,50.214462,40.611973,9.173564,2781,2351,3233,3599,47.63487,21.703014,30.662115,62.07824,37.921764,73.40663,26.593367,34.40015,35.01444,36.120155,36.949444,0,2,Vati
EU C KC vs BDS G0 2022-10-29.10.54,0,0,0,0,30,0,585.7886,40.82,507,246,387,120,123,70,11.342192,13.15232,53.645065,16.69735,5.578056,24.079529,6,0.08,83.608696,27.92309,32.21895,39.857956,44.960163,51.472115,3.5677173,3292,2637,3989,4275,53.41185,24.800833,21.787323,64.212715,35.787285,56.400486,43.599514,36.395145,37.55055,40.246487,37.165413,0,0,Vati
EU C BDS vs KC G0 2022-10-29.16.54,0,0,0,0,30,0,581.6794,40.82,508,123,188,320,123,70,11.335877,13.053434,53.653633,16.697115,5.5535254,24.095724,6,0.09,83.17391,27.838955,32.071575,40.08947,45.052486,51.28205,3.6654623,3261,2601,3986,4267,53.278267,24.849424,21.872313,64.068146,35.931854,56.589817,43.410187,35.687023,37.59542,40.076336,37.40458,0,0,Vati
EU AE KC vs TL G5 2022-10-28.20.07,2,2,1,0,424,0,423.19894,57.46,2245,480,1654,591,457,325,9.8023815,14.068931,22.896551,20.786835,22.39185,33.924767,46,0.11,74.86957,30.775406,43.706997,25.517607,51.730946,41.101513,7.1675406,2650,2424,2847,3438,48.80901,20.25918,30.93181,63.687134,36.312866,80.255486,19.744516,27.867666,37.544376,34.434006,31.82632,1,1,Vati
EU AE KC v TL G5 2022-10-28.20.07,2,2,1,0,424,0,422.39154,57.59,2236,480,1654,582,457,328,9.841949,14.130093,22.639437,20.898664,22.425768,34.036137,45,0.11,74.78261,30.607195,43.867737,25.52507,51.725952,41.026913,7.247139,2661,2449,2843,3437,48.640537,20.319218,31.040241,63.562126,36.437874,80.1726,19.827398,26.91896,37.182796,33.78251,31.673069,1,1,Vati
EU AE KC vs TL G4 2022-10-28.20.00,1,1,2,0,300,0,434.32434,50.92,2486,432,1803,683,305,375,11.347291,12.817751,34.654934,19.056292,18.748074,27.540697,59,0.12,69.21739,43.623623,37.126373,19.25,51.56868,41.747257,6.684066,2747,2575,2900,3432,54.277473,13.510989,32.21154,72.91209,27.087912,67.35804,32.64196,38.086365,34.533966,37.27106,32.641296,1,0,Vati
EU AE KC v TL G4 2022-10-28.20.00,1,1,2,0,300,0,433.58963,50.9,2481,432,1803,678,305,353,11.3451,12.818944,34.677578,19.01746,18.762436,27.542528,60,0.12,69.347824,43.409252,37.44842,19.14232,51.643513,41.699905,6.6565804,2748,2585,2889,3430,54.159107,13.503329,32.33757,72.86681,27.133192,67.46438,32.535625,37.486893,33.962482,36.816963,32.040077,1,0,Vati
EU AE KC vs TL G3 2022-10-28.19.52,4,1,1,2,388,0,410.05698,51.23,2267,655,1713,554,436,257,17.47008,11.45579,36.492706,18.546747,12.571736,32.38881,57,0.1,67.95652,42.225845,41.503887,16.270267,49.906845,42.972347,7.1208158,3154,2943,3365,3861,44.767258,25.687754,29.544992,58.91121,41.08879,73.97746,26.022532,38.407043,35.0306,33.734287,41.09011,0,1,Vati
EU AE KC v TL G3 2022-10-28.19.52,4,1,1,2,388,0,410.1188,51.23,2267,655,1713,554,436,250,17.466682,11.412289,36.48701,18.587273,12.5310135,32.394703,58,0.1,68.08696,42.31756,41.312077,16.370367,50.03206,42.8305,7.1374445,3180,2979,3376,3861,44.733624,25.734438,29.531942,58.85696,41.14304,73.92749,26.072512,37.900257,34.704216,33.43786,40.342518,0,1,Vati
EU AE KC vs TL G2 2022-10-28.19.44,4,3,1,0,568,1,401.1887,49.16,2295,206,1423,872,128,265,11.01885,11.25193,35.623318,18.83421,20.11346,25.429018,75,0.11,71.521736,40.48002,37.409237,22.110748,53.93143,39.46675,6.601813,2971,2952,3003,3640,46.265347,16.266178,37.468475,65.56359,34.43641,74.69859,25.301405,38.25423,29.368061,28.260933,37.875477,1,0,Vati
EU AE KC v TL G2 2022-10-28.19.44,4,3,1,0,568,1,401.06018,49.16,2295,206,1423,872,128,265,10.948331,11.274538,35.597977,18.841484,20.135029,25.425507,76,0.1,71.304344,40.479694,37.34923,22.17108,54.010815,39.392765,6.596423,2959,2951,2980,3646,46.2221,16.31776,37.460144,65.465126,34.534866,74.6541,25.345903,37.688587,28.747015,27.494612,37.455585,1,0,Vati
EU AE KC vs TL G1 2022-10-28.19.36,3,2,5,0,655,0,440.90546,49.08,2584,305,1791,793,366,285,10.817882,10.311682,40.857296,16.728159,19.32447,23.090069,65,0.12,71.391304,40.253204,38.72487,21.021921,53.956097,39.515522,6.528372,3015,2971,3080,3733,52.77161,15.5938015,31.634594,72.59709,27.402906,66.309784,33.69021,33.6708,41.23535,29.120691,39.87032,0,1,Vati
EU AE KC v TL G1 2022-10-28.19.36,3,2,5,0,655,0,441.0685,49.08,2584,305,1791,793,366,288,10.821882,10.275667,40.873936,16.737686,19.278057,23.110329,66,0.11,71.21739,40.093834,38.815014,21.091152,53.963913,39.486313,6.5497737,3015,2958,3093,3736,52.709187,15.614359,31.67645,72.58104,27.418966,66.21089,33.789112,32.972034,40.82387,28.47714,39.060055,0,1,Vati
EU AE KC vs TL G0 2022-10-28.19.26,1,1,0,0,160,1,546.3977,62.76,474,189,425,49,288,40,12.084535,21.440922,24.161531,5.065024,21.560574,49.212868,8,0.14,75.82609,40.052063,34.1019,25.84604,38.832066,50.0093,11.158639,3184,1968,5074,5521,51.757484,34.219826,14.022689,57.623653,42.37635,63.406467,36.59353,42.6513,43.227665,41.882805,44.380405,0,0,Vati
EU AE KC v TL G0 2022-10-28.19.26,1,1,0,0,160,1,546.2927,62.76,474,189,425,49,288,40,12.197464,21.263926,24.223745,5.1141553,21.484018,49.17808,8,0.14,75.478264,40.048454,34.2527,25.698845,39.14259,49.72973,11.127679,3103,1940,5064,5544,51.742775,34.277725,13.979496,57.539608,42.460392,63.709225,36.29077,41.106415,42.643105,41.106415,43.21936,0,0,Vati
EU AA KC vs MST G4 2022-10-28.19.12,3,0,1,0,239,0,416.6468,48.97,2326,584,1606,720,322,359,16.145212,8.651779,35.27358,20.908484,17.784054,26.033886,56,0.11,72.391304,35.707096,41.40708,22.885822,47.21663,45.19128,7.5920873,3029,2937,3169,3587,38.868816,26.023098,35.108086,56.228714,43.771282,65.72503,34.274967,32.212803,35.79532,28.600431,39.347984,1,4,Vati
EU AA KC v MST G4 2022-10-28.19.12,3,0,1,0,239,0,416.44275,48.85,2325,583,1606,719,322,359,16.147232,8.648277,35.273754,20.89217,17.813004,26.021074,54,0.11,72.304344,35.729107,41.253704,23.017193,47.288086,45.100773,7.611144,3030,2911,3196,3589,38.771824,26.030645,35.197533,56.166092,43.83391,65.68169,34.318317,31.822794,35.494656,28.389753,38.987404,1,4,Vati
EU AA KC vs MST G3 2022-10-28.19.04,2,0,1,1,243,0,451.30374,49.08,2527,443,1858,669,396,396,12.641386,11.486486,38.46109,20.891338,12.616255,28.031307,80,0.1,68.73913,43.798847,38.017,18.18415,49.848824,45.79554,4.3556395,2873,2668,3038,3450,49.78607,18.791716,31.422216,68.51984,31.48016,63.55079,36.44921,29.229671,41.433506,30.122635,41.106087,0,1,Vati
EU AA KC v MST G3 2022-10-28.19.04,2,0,1,1,243,0,452.88425,49.19,2528,444,1858,670,396,451,12.650782,11.525139,38.319813,20.958864,12.65643,28.064888,79,0.1,69.13043,43.723686,38.10465,18.171663,49.861095,45.820087,4.318813,2898,2692,3070,3457,49.85966,18.762173,31.378164,68.71062,31.28938,63.74728,36.25272,29.171144,40.875427,29.290575,41.02472,0,1,Vati
EU AA KC vs MST G2 2022-10-28.18.56,7,0,1,0,449,0,419.17245,55.4,4412,842,2993,1419,937,763,12.989089,14.092758,32.690582,16.030476,17.25826,34.020683,115,0.11,69.26087,39.182762,41.534985,19.28225,54.778122,39.135075,6.086807,2644,2402,2877,3604,49.74893,17.866556,32.384506,67.0349,32.9651,73.878044,26.121954,37.385395,31.558277,35.532753,32.524185,0,2,Vati
EU AA KC v MST G2 2022-10-28.18.56,7,0,1,0,449,0,423.013,55.25,4452,887,3034,1418,888,749,13.012495,14.111518,33.11766,15.944083,17.301094,33.637165,115,0.11,69.26087,39.131935,41.632526,19.235538,54.801037,39.087986,6.1109805,2642,2385,2891,3603,49.74335,17.86359,32.393063,67.01201,32.98799,73.8953,26.104702,37.167248,31.19705,35.04521,31.925508,0,2,Vati
EU AA KC vs MST G1 2022-10-28.18.43,3,1,3,0,510,1,429.73126,46.66,2276,702,1440,836,178,280,13.855497,6.6240797,41.119312,20.005342,13.5706415,25.304705,66,0.11,65.04348,48.52263,34.827137,16.650234,50.86989,42.256927,6.873192,2705,2578,2813,3495,55.139626,18.82832,26.03206,69.86515,30.134853,71.94517,28.05483,34.64661,37.352886,37.730507,32.66411,1,4,Vati
EU AA KC v MST G1 2022-10-28.18.43,3,1,3,0,510,1,429.79886,46.66,2276,702,1440,836,178,280,13.882856,6.599943,41.142475,19.986637,13.556039,25.314848,65,0.1,65.347824,48.557068,34.66226,16.780682,50.742947,42.378063,6.878998,2697,2561,2818,3491,55.11931,18.708239,26.172445,69.80592,30.194084,71.73947,28.260523,34.085545,36.918137,37.547604,32.03978,1,4,Vati
EU KC vs GO G3 2022-10-28.19.11,5,2,2,0,589,1,476.3802,49.04,2511,610,1749,762,418,294,13.596408,13.280212,41.330338,14.882792,22.62072,21.166151,56,0.09,68.347824,40.390766,43.11692,16.492306,47.83077,44.569233,7.6,2697,2709,2676,3872,40.29231,28.49846,31.20923,54.255386,45.744614,66.53231,33.467693,31.366596,43.318787,36.425724,35.129322,2,0,Vati
EU KC vs GO G2 2022-10-28.19.05,1,0,1,1,236,0,383.65997,49.5,2013,523,1257,756,273,143,13.420794,8.840253,32.721664,23.073088,11.159574,33.045673,54,0.11,68.82609,42.187546,38.71466,19.097792,49.599873,43.253513,7.1466084,2845,2930,2742,3688,46.066616,19.215794,34.717587,67.72031,32.279694,68.3908,31.609194,28.33455,38.18176,34.465233,38.817066,0,0,Vati
EU KC vs GO G1 2022-10-28.18.58,3,1,1,0,408,1,438.08557,55.28,2447,682,1802,645,540,277,8.602375,15.77848,28.330528,20.610733,14.151975,36.90677,65,0.11,71.478264,37.4491,42.242584,20.30832,50.956947,40.12216,8.920884,3119,3189,3144,3869,47.482475,28.145088,24.372437,57.41129,42.588715,63.66783,36.332172,32.434204,44.250164,25.571402,44.33968,2,1,Vati
EU KC vs GO G0 2022-10-28.18.51,0,0,0,0,12,0,177.5837,42.3,122,12,87,35,112,5,3.4691896,5.9922366,42.368423,29.561405,0.0,28.070177,0,0.0,78.391304,28.489042,41.92618,29.584774,48.73126,36.101498,15.167243,4129,3234,4678,4786,45.44406,32.46828,22.087658,56.805077,43.194923,65.0519,34.948097,72.0524,21.34886,8.491023,79.087814,0,0,Vati
